"cod_muni";"muni";"var1";"var2";"tipo_estab";"qtd_medios_estabelecimentos"
"4215307";"Salete (SC)";"Total";"Total";"De 200 a menos de 500 ha";"3"
"4215307";"Salete (SC)";"Total";"Total";"De 500 a menos de 1.000 ha";"-"
"4215356";"Saltinho (SC)";"Total";"Total";"De 200 a menos de 500 ha";"4"
"4215356";"Saltinho (SC)";"Total";"Total";"De 500 a menos de 1.000 ha";"1"
"4215406";"Salto Veloso (SC)";"Total";"Total";"De 200 a menos de 500 ha";"2"
"4215406";"Salto Veloso (SC)";"Total";"Total";"De 500 a menos de 1.000 ha";"-"
"4215455";"Sangão (SC)";"Total";"Total";"De 200 a menos de 500 ha";"1"
"4215455";"Sangão (SC)";"Total";"Total";"De 500 a menos de 1.000 ha";"-"
"4215505";"Santa Cecília (SC)";"Total";"Total";"De 200 a menos de 500 ha";"48"
"4215505";"Santa Cecília (SC)";"Total";"Total";"De 500 a menos de 1.000 ha";"18"
"4215554";"Santa Helena (SC)";"Total";"Total";"De 200 a menos de 500 ha";"1"
"4215554";"Santa Helena (SC)";"Total";"Total";"De 500 a menos de 1.000 ha";"-"
"4215604";"Santa Rosa de Lima (SC)";"Total";"Total";"De 200 a menos de 500 ha";"2"
"4215604";"Santa Rosa de Lima (SC)";"Total";"Total";"De 500 a menos de 1.000 ha";"-"
"4215653";"Santa Rosa do Sul (SC)";"Total";"Total";"De 200 a menos de 500 ha";"-"
"4215653";"Santa Rosa do Sul (SC)";"Total";"Total";"De 500 a menos de 1.000 ha";"-"
"4215679";"Santa Terezinha (SC)";"Total";"Total";"De 200 a menos de 500 ha";"18"
"4215679";"Santa Terezinha (SC)";"Total";"Total";"De 500 a menos de 1.000 ha";"6"
"4215687";"Santa Terezinha do Progresso (SC)";"Total";"Total";"De 200 a menos de 500 ha";"2"
"4215687";"Santa Terezinha do Progresso (SC)";"Total";"Total";"De 500 a menos de 1.000 ha";"-"
"4215695";"Santiago do Sul (SC)";"Total";"Total";"De 200 a menos de 500 ha";"3"
"4215695";"Santiago do Sul (SC)";"Total";"Total";"De 500 a menos de 1.000 ha";"-"
"4215703";"Santo Amaro da Imperatriz (SC)";"Total";"Total";"De 200 a menos de 500 ha";"2"
"4215703";"Santo Amaro da Imperatriz (SC)";"Total";"Total";"De 500 a menos de 1.000 ha";"-"
"4215752";"São Bernardino (SC)";"Total";"Total";"De 200 a menos de 500 ha";"7"
"4215752";"São Bernardino (SC)";"Total";"Total";"De 500 a menos de 1.000 ha";"2"
"4215802";"São Bento do Sul (SC)";"Total";"Total";"De 200 a menos de 500 ha";"6"
"4215802";"São Bento do Sul (SC)";"Total";"Total";"De 500 a menos de 1.000 ha";"3"
"4215901";"São Bonifácio (SC)";"Total";"Total";"De 200 a menos de 500 ha";"10"
"4215901";"São Bonifácio (SC)";"Total";"Total";"De 500 a menos de 1.000 ha";"2"
"4216008";"São Carlos (SC)";"Total";"Total";"De 200 a menos de 500 ha";"2"
"4216008";"São Carlos (SC)";"Total";"Total";"De 500 a menos de 1.000 ha";"-"
"4216057";"São Cristóvão do Sul (SC)";"Total";"Total";"De 200 a menos de 500 ha";"11"
"4216057";"São Cristóvão do Sul (SC)";"Total";"Total";"De 500 a menos de 1.000 ha";"6"
"4216107";"São Domingos (SC)";"Total";"Total";"De 200 a menos de 500 ha";"22"
"4216107";"São Domingos (SC)";"Total";"Total";"De 500 a menos de 1.000 ha";"2"
"4216206";"São Francisco do Sul (SC)";"Total";"Total";"De 200 a menos de 500 ha";"5"
"4216206";"São Francisco do Sul (SC)";"Total";"Total";"De 500 a menos de 1.000 ha";"1"
"4216255";"São João do Oeste (SC)";"Total";"Total";"De 200 a menos de 500 ha";"1"
"4216255";"São João do Oeste (SC)";"Total";"Total";"De 500 a menos de 1.000 ha";"-"
"4216305";"São João Batista (SC)";"Total";"Total";"De 200 a menos de 500 ha";"4"
"4216305";"São João Batista (SC)";"Total";"Total";"De 500 a menos de 1.000 ha";"1"
"4216354";"São João do Itaperiú (SC)";"Total";"Total";"De 200 a menos de 500 ha";"-"
"4216354";"São João do Itaperiú (SC)";"Total";"Total";"De 500 a menos de 1.000 ha";"2"
"4216404";"São João do Sul (SC)";"Total";"Total";"De 200 a menos de 500 ha";"1"
"4216404";"São João do Sul (SC)";"Total";"Total";"De 500 a menos de 1.000 ha";"-"
"4216503";"São Joaquim (SC)";"Total";"Total";"De 200 a menos de 500 ha";"156"
"4216503";"São Joaquim (SC)";"Total";"Total";"De 500 a menos de 1.000 ha";"39"
"4216602";"São José (SC)";"Total";"Total";"De 200 a menos de 500 ha";"-"
"4216602";"São José (SC)";"Total";"Total";"De 500 a menos de 1.000 ha";"-"
"4216701";"São José do Cedro (SC)";"Total";"Total";"De 200 a menos de 500 ha";"4"
"4216701";"São José do Cedro (SC)";"Total";"Total";"De 500 a menos de 1.000 ha";"-"
"4216800";"São José do Cerrito (SC)";"Total";"Total";"De 200 a menos de 500 ha";"40"
"4216800";"São José do Cerrito (SC)";"Total";"Total";"De 500 a menos de 1.000 ha";"5"
"4216909";"São Lourenço do Oeste (SC)";"Total";"Total";"De 200 a menos de 500 ha";"16"
"4216909";"São Lourenço do Oeste (SC)";"Total";"Total";"De 500 a menos de 1.000 ha";"-"
"4217006";"São Ludgero (SC)";"Total";"Total";"De 200 a menos de 500 ha";"-"
"4217006";"São Ludgero (SC)";"Total";"Total";"De 500 a menos de 1.000 ha";"-"
"4217105";"São Martinho (SC)";"Total";"Total";"De 200 a menos de 500 ha";"1"
"4217105";"São Martinho (SC)";"Total";"Total";"De 500 a menos de 1.000 ha";"-"
"4217154";"São Miguel da Boa Vista (SC)";"Total";"Total";"De 200 a menos de 500 ha";"-"
"4217154";"São Miguel da Boa Vista (SC)";"Total";"Total";"De 500 a menos de 1.000 ha";"-"
"4217204";"São Miguel do Oeste (SC)";"Total";"Total";"De 200 a menos de 500 ha";"5"
"4217204";"São Miguel do Oeste (SC)";"Total";"Total";"De 500 a menos de 1.000 ha";"-"
"4217253";"São Pedro de Alcântara (SC)";"Total";"Total";"De 200 a menos de 500 ha";"-"
"4217253";"São Pedro de Alcântara (SC)";"Total";"Total";"De 500 a menos de 1.000 ha";"-"
"4217303";"Saudades (SC)";"Total";"Total";"De 200 a menos de 500 ha";"2"
"4217303";"Saudades (SC)";"Total";"Total";"De 500 a menos de 1.000 ha";"-"
"4217402";"Schroeder (SC)";"Total";"Total";"De 200 a menos de 500 ha";"-"
"4217402";"Schroeder (SC)";"Total";"Total";"De 500 a menos de 1.000 ha";"-"
"4217501";"Seara (SC)";"Total";"Total";"De 200 a menos de 500 ha";"-"
"4217501";"Seara (SC)";"Total";"Total";"De 500 a menos de 1.000 ha";"-"
"4217550";"Serra Alta (SC)";"Total";"Total";"De 200 a menos de 500 ha";"2"
"4217550";"Serra Alta (SC)";"Total";"Total";"De 500 a menos de 1.000 ha";"-"
"4217600";"Siderópolis (SC)";"Total";"Total";"De 200 a menos de 500 ha";"2"
"4217600";"Siderópolis (SC)";"Total";"Total";"De 500 a menos de 1.000 ha";"-"
"4217709";"Sombrio (SC)";"Total";"Total";"De 200 a menos de 500 ha";"2"
"4217709";"Sombrio (SC)";"Total";"Total";"De 500 a menos de 1.000 ha";"-"
"4217758";"Sul Brasil (SC)";"Total";"Total";"De 200 a menos de 500 ha";"-"
"4217758";"Sul Brasil (SC)";"Total";"Total";"De 500 a menos de 1.000 ha";"1"
"4217808";"Taió (SC)";"Total";"Total";"De 200 a menos de 500 ha";"15"
"4217808";"Taió (SC)";"Total";"Total";"De 500 a menos de 1.000 ha";"3"
"4217907";"Tangará (SC)";"Total";"Total";"De 200 a menos de 500 ha";"6"
"4217907";"Tangará (SC)";"Total";"Total";"De 500 a menos de 1.000 ha";"-"
"4217956";"Tigrinhos (SC)";"Total";"Total";"De 200 a menos de 500 ha";"3"
"4217956";"Tigrinhos (SC)";"Total";"Total";"De 500 a menos de 1.000 ha";"-"
"4218004";"Tijucas (SC)";"Total";"Total";"De 200 a menos de 500 ha";"17"
"4218004";"Tijucas (SC)";"Total";"Total";"De 500 a menos de 1.000 ha";"2"
"4218103";"Timbé do Sul (SC)";"Total";"Total";"De 200 a menos de 500 ha";"1"
"4218103";"Timbé do Sul (SC)";"Total";"Total";"De 500 a menos de 1.000 ha";"2"
"4218202";"Timbó (SC)";"Total";"Total";"De 200 a menos de 500 ha";"-"
"4218202";"Timbó (SC)";"Total";"Total";"De 500 a menos de 1.000 ha";"-"
"4218251";"Timbó Grande (SC)";"Total";"Total";"De 200 a menos de 500 ha";"23"
"4218251";"Timbó Grande (SC)";"Total";"Total";"De 500 a menos de 1.000 ha";"6"
"4218301";"Três Barras (SC)";"Total";"Total";"De 200 a menos de 500 ha";"8"
"4218301";"Três Barras (SC)";"Total";"Total";"De 500 a menos de 1.000 ha";"4"
"4218350";"Treviso (SC)";"Total";"Total";"De 200 a menos de 500 ha";"-"
"4218350";"Treviso (SC)";"Total";"Total";"De 500 a menos de 1.000 ha";"-"
"4218400";"Treze de Maio (SC)";"Total";"Total";"De 200 a menos de 500 ha";"-"
"4218400";"Treze de Maio (SC)";"Total";"Total";"De 500 a menos de 1.000 ha";"-"
"4218509";"Treze Tílias (SC)";"Total";"Total";"De 200 a menos de 500 ha";"5"
"4218509";"Treze Tílias (SC)";"Total";"Total";"De 500 a menos de 1.000 ha";"1"
"4218608";"Trombudo Central (SC)";"Total";"Total";"De 200 a menos de 500 ha";"1"
"4218608";"Trombudo Central (SC)";"Total";"Total";"De 500 a menos de 1.000 ha";"-"
"4218707";"Tubarão (SC)";"Total";"Total";"De 200 a menos de 500 ha";"10"
"4218707";"Tubarão (SC)";"Total";"Total";"De 500 a menos de 1.000 ha";"1"
"4218756";"Tunápolis (SC)";"Total";"Total";"De 200 a menos de 500 ha";"-"
"4218756";"Tunápolis (SC)";"Total";"Total";"De 500 a menos de 1.000 ha";"-"
"4218806";"Turvo (SC)";"Total";"Total";"De 200 a menos de 500 ha";"1"
"4218806";"Turvo (SC)";"Total";"Total";"De 500 a menos de 1.000 ha";"-"
"4218855";"União do Oeste (SC)";"Total";"Total";"De 200 a menos de 500 ha";"1"
"4218855";"União do Oeste (SC)";"Total";"Total";"De 500 a menos de 1.000 ha";"-"
"4218905";"Urubici (SC)";"Total";"Total";"De 200 a menos de 500 ha";"57"
"4218905";"Urubici (SC)";"Total";"Total";"De 500 a menos de 1.000 ha";"8"
"4218954";"Urupema (SC)";"Total";"Total";"De 200 a menos de 500 ha";"27"
"4218954";"Urupema (SC)";"Total";"Total";"De 500 a menos de 1.000 ha";"4"
"4219002";"Urussanga (SC)";"Total";"Total";"De 200 a menos de 500 ha";"4"
"4219002";"Urussanga (SC)";"Total";"Total";"De 500 a menos de 1.000 ha";"-"
"4219101";"Vargeão (SC)";"Total";"Total";"De 200 a menos de 500 ha";"5"
"4219101";"Vargeão (SC)";"Total";"Total";"De 500 a menos de 1.000 ha";"2"
"4219150";"Vargem (SC)";"Total";"Total";"De 200 a menos de 500 ha";"16"
"4219150";"Vargem (SC)";"Total";"Total";"De 500 a menos de 1.000 ha";"5"
"4219176";"Vargem Bonita (SC)";"Total";"Total";"De 200 a menos de 500 ha";"6"
"4219176";"Vargem Bonita (SC)";"Total";"Total";"De 500 a menos de 1.000 ha";"-"
"4219200";"Vidal Ramos (SC)";"Total";"Total";"De 200 a menos de 500 ha";"9"
"4219200";"Vidal Ramos (SC)";"Total";"Total";"De 500 a menos de 1.000 ha";"1"
"4219309";"Videira (SC)";"Total";"Total";"De 200 a menos de 500 ha";"7"
"4219309";"Videira (SC)";"Total";"Total";"De 500 a menos de 1.000 ha";"2"
"4219358";"Vitor Meireles (SC)";"Total";"Total";"De 200 a menos de 500 ha";"5"
"4219358";"Vitor Meireles (SC)";"Total";"Total";"De 500 a menos de 1.000 ha";"4"
"4219408";"Witmarsum (SC)";"Total";"Total";"De 200 a menos de 500 ha";"-"
"4219408";"Witmarsum (SC)";"Total";"Total";"De 500 a menos de 1.000 ha";"-"
"4219507";"Xanxerê (SC)";"Total";"Total";"De 200 a menos de 500 ha";"16"
"4219507";"Xanxerê (SC)";"Total";"Total";"De 500 a menos de 1.000 ha";"8"
"4219606";"Xavantina (SC)";"Total";"Total";"De 200 a menos de 500 ha";"-"
"4219606";"Xavantina (SC)";"Total";"Total";"De 500 a menos de 1.000 ha";"1"
"4219705";"Xaxim (SC)";"Total";"Total";"De 200 a menos de 500 ha";"5"
"4219705";"Xaxim (SC)";"Total";"Total";"De 500 a menos de 1.000 ha";"1"
"4219853";"Zortéa (SC)";"Total";"Total";"De 200 a menos de 500 ha";"8"
"4219853";"Zortéa (SC)";"Total";"Total";"De 500 a menos de 1.000 ha";"4"
"4220000";"Balneário Rincão (SC)";"Total";"Total";"De 200 a menos de 500 ha";"2"
"4220000";"Balneário Rincão (SC)";"Total";"Total";"De 500 a menos de 1.000 ha";"1"
"4300034";"Aceguá (RS)";"Total";"Total";"De 200 a menos de 500 ha";"72"
"4300034";"Aceguá (RS)";"Total";"Total";"De 500 a menos de 1.000 ha";"39"
"4300059";"Água Santa (RS)";"Total";"Total";"De 200 a menos de 500 ha";"18"
"4300059";"Água Santa (RS)";"Total";"Total";"De 500 a menos de 1.000 ha";"2"
"4300109";"Agudo (RS)";"Total";"Total";"De 200 a menos de 500 ha";"7"
"4300109";"Agudo (RS)";"Total";"Total";"De 500 a menos de 1.000 ha";"-"
"4300208";"Ajuricaba (RS)";"Total";"Total";"De 200 a menos de 500 ha";"10"
"4300208";"Ajuricaba (RS)";"Total";"Total";"De 500 a menos de 1.000 ha";"-"
"4300307";"Alecrim (RS)";"Total";"Total";"De 200 a menos de 500 ha";"3"
"4300307";"Alecrim (RS)";"Total";"Total";"De 500 a menos de 1.000 ha";"1"
"4300406";"Alegrete (RS)";"Total";"Total";"De 200 a menos de 500 ha";"352"
"4300406";"Alegrete (RS)";"Total";"Total";"De 500 a menos de 1.000 ha";"234"
"4300455";"Alegria (RS)";"Total";"Total";"De 200 a menos de 500 ha";"7"
"4300455";"Alegria (RS)";"Total";"Total";"De 500 a menos de 1.000 ha";"-"
"4300471";"Almirante Tamandaré do Sul (RS)";"Total";"Total";"De 200 a menos de 500 ha";"24"
"4300471";"Almirante Tamandaré do Sul (RS)";"Total";"Total";"De 500 a menos de 1.000 ha";"4"
"4300505";"Alpestre (RS)";"Total";"Total";"De 200 a menos de 500 ha";"1"
"4300505";"Alpestre (RS)";"Total";"Total";"De 500 a menos de 1.000 ha";"1"
"4300554";"Alto Alegre (RS)";"Total";"Total";"De 200 a menos de 500 ha";"4"
"4300554";"Alto Alegre (RS)";"Total";"Total";"De 500 a menos de 1.000 ha";"-"
"4300570";"Alto Feliz (RS)";"Total";"Total";"De 200 a menos de 500 ha";"-"
"4300570";"Alto Feliz (RS)";"Total";"Total";"De 500 a menos de 1.000 ha";"-"
"4300604";"Alvorada (RS)";"Total";"Total";"De 200 a menos de 500 ha";"1"
"4300604";"Alvorada (RS)";"Total";"Total";"De 500 a menos de 1.000 ha";"1"
"4300638";"Amaral Ferrador (RS)";"Total";"Total";"De 200 a menos de 500 ha";"24"
"4300638";"Amaral Ferrador (RS)";"Total";"Total";"De 500 a menos de 1.000 ha";"10"
"4300646";"Ametista do Sul (RS)";"Total";"Total";"De 200 a menos de 500 ha";"2"
"4300646";"Ametista do Sul (RS)";"Total";"Total";"De 500 a menos de 1.000 ha";"-"
"4300661";"André da Rocha (RS)";"Total";"Total";"De 200 a menos de 500 ha";"36"
"4300661";"André da Rocha (RS)";"Total";"Total";"De 500 a menos de 1.000 ha";"6"
"4300703";"Anta Gorda (RS)";"Total";"Total";"De 200 a menos de 500 ha";"-"
"4300703";"Anta Gorda (RS)";"Total";"Total";"De 500 a menos de 1.000 ha";"-"
"4300802";"Antônio Prado (RS)";"Total";"Total";"De 200 a menos de 500 ha";"-"
"4300802";"Antônio Prado (RS)";"Total";"Total";"De 500 a menos de 1.000 ha";"-"
"4300851";"Arambaré (RS)";"Total";"Total";"De 200 a menos de 500 ha";"32"
"4300851";"Arambaré (RS)";"Total";"Total";"De 500 a menos de 1.000 ha";"30"
"4300877";"Araricá (RS)";"Total";"Total";"De 200 a menos de 500 ha";"-"
"4300877";"Araricá (RS)";"Total";"Total";"De 500 a menos de 1.000 ha";"-"
"4300901";"Aratiba (RS)";"Total";"Total";"De 200 a menos de 500 ha";"5"
"4300901";"Aratiba (RS)";"Total";"Total";"De 500 a menos de 1.000 ha";"-"
"4301008";"Arroio do Meio (RS)";"Total";"Total";"De 200 a menos de 500 ha";"-"
"4301008";"Arroio do Meio (RS)";"Total";"Total";"De 500 a menos de 1.000 ha";"-"
"4301057";"Arroio do Sal (RS)";"Total";"Total";"De 200 a menos de 500 ha";"3"
"4301057";"Arroio do Sal (RS)";"Total";"Total";"De 500 a menos de 1.000 ha";"-"
"4301073";"Arroio do Padre (RS)";"Total";"Total";"De 200 a menos de 500 ha";"1"
"4301073";"Arroio do Padre (RS)";"Total";"Total";"De 500 a menos de 1.000 ha";"-"
"4301107";"Arroio dos Ratos (RS)";"Total";"Total";"De 200 a menos de 500 ha";"19"
"4301107";"Arroio dos Ratos (RS)";"Total";"Total";"De 500 a menos de 1.000 ha";"9"
"4301206";"Arroio do Tigre (RS)";"Total";"Total";"De 200 a menos de 500 ha";"3"
"4301206";"Arroio do Tigre (RS)";"Total";"Total";"De 500 a menos de 1.000 ha";"-"
"4301305";"Arroio Grande (RS)";"Total";"Total";"De 200 a menos de 500 ha";"90"
"4301305";"Arroio Grande (RS)";"Total";"Total";"De 500 a menos de 1.000 ha";"38"
"4301404";"Arvorezinha (RS)";"Total";"Total";"De 200 a menos de 500 ha";"4"
"4301404";"Arvorezinha (RS)";"Total";"Total";"De 500 a menos de 1.000 ha";"-"
"4301503";"Augusto Pestana (RS)";"Total";"Total";"De 200 a menos de 500 ha";"10"
"4301503";"Augusto Pestana (RS)";"Total";"Total";"De 500 a menos de 1.000 ha";"2"
"4301552";"Áurea (RS)";"Total";"Total";"De 200 a menos de 500 ha";"2"
"4301552";"Áurea (RS)";"Total";"Total";"De 500 a menos de 1.000 ha";"-"
"4301602";"Bagé (RS)";"Total";"Total";"De 200 a menos de 500 ha";"154"
"4301602";"Bagé (RS)";"Total";"Total";"De 500 a menos de 1.000 ha";"115"
"4301636";"Balneário Pinhal (RS)";"Total";"Total";"De 200 a menos de 500 ha";"1"
"4301636";"Balneário Pinhal (RS)";"Total";"Total";"De 500 a menos de 1.000 ha";"1"
"4301651";"Barão (RS)";"Total";"Total";"De 200 a menos de 500 ha";"-"
"4301651";"Barão (RS)";"Total";"Total";"De 500 a menos de 1.000 ha";"-"
"4301701";"Barão de Cotegipe (RS)";"Total";"Total";"De 200 a menos de 500 ha";"1"
"4301701";"Barão de Cotegipe (RS)";"Total";"Total";"De 500 a menos de 1.000 ha";"-"
"4301750";"Barão do Triunfo (RS)";"Total";"Total";"De 200 a menos de 500 ha";"5"
"4301750";"Barão do Triunfo (RS)";"Total";"Total";"De 500 a menos de 1.000 ha";"-"
"4301800";"Barracão (RS)";"Total";"Total";"De 200 a menos de 500 ha";"32"
"4301800";"Barracão (RS)";"Total";"Total";"De 500 a menos de 1.000 ha";"5"
"4301859";"Barra do Guarita (RS)";"Total";"Total";"De 200 a menos de 500 ha";"2"
"4301859";"Barra do Guarita (RS)";"Total";"Total";"De 500 a menos de 1.000 ha";"-"
"4301875";"Barra do Quaraí (RS)";"Total";"Total";"De 200 a menos de 500 ha";"21"
"4301875";"Barra do Quaraí (RS)";"Total";"Total";"De 500 a menos de 1.000 ha";"29"
"4301909";"Barra do Ribeiro (RS)";"Total";"Total";"De 200 a menos de 500 ha";"21"
"4301909";"Barra do Ribeiro (RS)";"Total";"Total";"De 500 a menos de 1.000 ha";"10"
"4301925";"Barra do Rio Azul (RS)";"Total";"Total";"De 200 a menos de 500 ha";"1"
"4301925";"Barra do Rio Azul (RS)";"Total";"Total";"De 500 a menos de 1.000 ha";"-"
"4301958";"Barra Funda (RS)";"Total";"Total";"De 200 a menos de 500 ha";"1"
"4301958";"Barra Funda (RS)";"Total";"Total";"De 500 a menos de 1.000 ha";"-"
"4302006";"Barros Cassal (RS)";"Total";"Total";"De 200 a menos de 500 ha";"23"
"4302006";"Barros Cassal (RS)";"Total";"Total";"De 500 a menos de 1.000 ha";"10"
"4302055";"Benjamin Constant do Sul (RS)";"Total";"Total";"De 200 a menos de 500 ha";"2"
"4302055";"Benjamin Constant do Sul (RS)";"Total";"Total";"De 500 a menos de 1.000 ha";"1"
"4302105";"Bento Gonçalves (RS)";"Total";"Total";"De 200 a menos de 500 ha";"-"
"4302105";"Bento Gonçalves (RS)";"Total";"Total";"De 500 a menos de 1.000 ha";"-"
"4302154";"Boa Vista das Missões (RS)";"Total";"Total";"De 200 a menos de 500 ha";"11"
"4302154";"Boa Vista das Missões (RS)";"Total";"Total";"De 500 a menos de 1.000 ha";"4"
"4302204";"Boa Vista do Buricá (RS)";"Total";"Total";"De 200 a menos de 500 ha";"-"
"4302204";"Boa Vista do Buricá (RS)";"Total";"Total";"De 500 a menos de 1.000 ha";"-"
"4302220";"Boa Vista do Cadeado (RS)";"Total";"Total";"De 200 a menos de 500 ha";"42"
"4302220";"Boa Vista do Cadeado (RS)";"Total";"Total";"De 500 a menos de 1.000 ha";"19"
"4302238";"Boa Vista do Incra (RS)";"Total";"Total";"De 200 a menos de 500 ha";"19"
"4302238";"Boa Vista do Incra (RS)";"Total";"Total";"De 500 a menos de 1.000 ha";"16"
"4302253";"Boa Vista do Sul (RS)";"Total";"Total";"De 200 a menos de 500 ha";"-"
"4302253";"Boa Vista do Sul (RS)";"Total";"Total";"De 500 a menos de 1.000 ha";"-"
"4302303";"Bom Jesus (RS)";"Total";"Total";"De 200 a menos de 500 ha";"140"
"4302303";"Bom Jesus (RS)";"Total";"Total";"De 500 a menos de 1.000 ha";"69"
"4302352";"Bom Princípio (RS)";"Total";"Total";"De 200 a menos de 500 ha";"-"
"4302352";"Bom Princípio (RS)";"Total";"Total";"De 500 a menos de 1.000 ha";"-"
"4302378";"Bom Progresso (RS)";"Total";"Total";"De 200 a menos de 500 ha";"6"
"4302378";"Bom Progresso (RS)";"Total";"Total";"De 500 a menos de 1.000 ha";"-"
"4302402";"Bom Retiro do Sul (RS)";"Total";"Total";"De 200 a menos de 500 ha";"3"
"4302402";"Bom Retiro do Sul (RS)";"Total";"Total";"De 500 a menos de 1.000 ha";"1"
"4302451";"Boqueirão do Leão (RS)";"Total";"Total";"De 200 a menos de 500 ha";"4"
"4302451";"Boqueirão do Leão (RS)";"Total";"Total";"De 500 a menos de 1.000 ha";"3"
"4302501";"Bossoroca (RS)";"Total";"Total";"De 200 a menos de 500 ha";"105"
"4302501";"Bossoroca (RS)";"Total";"Total";"De 500 a menos de 1.000 ha";"40"
"4302584";"Bozano (RS)";"Total";"Total";"De 200 a menos de 500 ha";"7"
"4302584";"Bozano (RS)";"Total";"Total";"De 500 a menos de 1.000 ha";"2"
"4302600";"Braga (RS)";"Total";"Total";"De 200 a menos de 500 ha";"7"
"4302600";"Braga (RS)";"Total";"Total";"De 500 a menos de 1.000 ha";"1"
"4302659";"Brochier (RS)";"Total";"Total";"De 200 a menos de 500 ha";"-"
"4302659";"Brochier (RS)";"Total";"Total";"De 500 a menos de 1.000 ha";"-"
"4302709";"Butiá (RS)";"Total";"Total";"De 200 a menos de 500 ha";"28"
"4302709";"Butiá (RS)";"Total";"Total";"De 500 a menos de 1.000 ha";"12"
"4302808";"Caçapava do Sul (RS)";"Total";"Total";"De 200 a menos de 500 ha";"259"
"4302808";"Caçapava do Sul (RS)";"Total";"Total";"De 500 a menos de 1.000 ha";"74"
"4302907";"Cacequi (RS)";"Total";"Total";"De 200 a menos de 500 ha";"74"
"4302907";"Cacequi (RS)";"Total";"Total";"De 500 a menos de 1.000 ha";"70"
"4303004";"Cachoeira do Sul (RS)";"Total";"Total";"De 200 a menos de 500 ha";"187"
"4303004";"Cachoeira do Sul (RS)";"Total";"Total";"De 500 a menos de 1.000 ha";"98"
"4303103";"Cachoeirinha (RS)";"Total";"Total";"De 200 a menos de 500 ha";"-"
"4303103";"Cachoeirinha (RS)";"Total";"Total";"De 500 a menos de 1.000 ha";"-"
"4303202";"Cacique Doble (RS)";"Total";"Total";"De 200 a menos de 500 ha";"3"
"4303202";"Cacique Doble (RS)";"Total";"Total";"De 500 a menos de 1.000 ha";"-"
"4303301";"Caibaté (RS)";"Total";"Total";"De 200 a menos de 500 ha";"17"
"4303301";"Caibaté (RS)";"Total";"Total";"De 500 a menos de 1.000 ha";"7"
"4303400";"Caiçara (RS)";"Total";"Total";"De 200 a menos de 500 ha";"1"
"4303400";"Caiçara (RS)";"Total";"Total";"De 500 a menos de 1.000 ha";"-"
"4303509";"Camaquã (RS)";"Total";"Total";"De 200 a menos de 500 ha";"54"
"4303509";"Camaquã (RS)";"Total";"Total";"De 500 a menos de 1.000 ha";"23"
"4303558";"Camargo (RS)";"Total";"Total";"De 200 a menos de 500 ha";"2"
"4303558";"Camargo (RS)";"Total";"Total";"De 500 a menos de 1.000 ha";"-"
"4303608";"Cambará do Sul (RS)";"Total";"Total";"De 200 a menos de 500 ha";"76"
"4303608";"Cambará do Sul (RS)";"Total";"Total";"De 500 a menos de 1.000 ha";"26"
"4303673";"Campestre da Serra (RS)";"Total";"Total";"De 200 a menos de 500 ha";"23"
"4303673";"Campestre da Serra (RS)";"Total";"Total";"De 500 a menos de 1.000 ha";"5"
"4303707";"Campina das Missões (RS)";"Total";"Total";"De 200 a menos de 500 ha";"-"
"4303707";"Campina das Missões (RS)";"Total";"Total";"De 500 a menos de 1.000 ha";"-"
"4303806";"Campinas do Sul (RS)";"Total";"Total";"De 200 a menos de 500 ha";"10"
"4303806";"Campinas do Sul (RS)";"Total";"Total";"De 500 a menos de 1.000 ha";"-"
"4303905";"Campo Bom (RS)";"Total";"Total";"De 200 a menos de 500 ha";"1"
"4303905";"Campo Bom (RS)";"Total";"Total";"De 500 a menos de 1.000 ha";"-"
"4304002";"Campo Novo (RS)";"Total";"Total";"De 200 a menos de 500 ha";"13"
"4304002";"Campo Novo (RS)";"Total";"Total";"De 500 a menos de 1.000 ha";"1"
"4304101";"Campos Borges (RS)";"Total";"Total";"De 200 a menos de 500 ha";"11"
"4304101";"Campos Borges (RS)";"Total";"Total";"De 500 a menos de 1.000 ha";"1"
"4304200";"Candelária (RS)";"Total";"Total";"De 200 a menos de 500 ha";"41"
"4304200";"Candelária (RS)";"Total";"Total";"De 500 a menos de 1.000 ha";"4"
"4304309";"Cândido Godói (RS)";"Total";"Total";"De 200 a menos de 500 ha";"2"
"4304309";"Cândido Godói (RS)";"Total";"Total";"De 500 a menos de 1.000 ha";"-"
"4304358";"Candiota (RS)";"Total";"Total";"De 200 a menos de 500 ha";"25"
"4304358";"Candiota (RS)";"Total";"Total";"De 500 a menos de 1.000 ha";"18"
"4304408";"Canela (RS)";"Total";"Total";"De 200 a menos de 500 ha";"10"
"4304408";"Canela (RS)";"Total";"Total";"De 500 a menos de 1.000 ha";"5"
"4304507";"Canguçu (RS)";"Total";"Total";"De 200 a menos de 500 ha";"143"
"4304507";"Canguçu (RS)";"Total";"Total";"De 500 a menos de 1.000 ha";"27"
"4304606";"Canoas (RS)";"Total";"Total";"De 200 a menos de 500 ha";"2"
"4304606";"Canoas (RS)";"Total";"Total";"De 500 a menos de 1.000 ha";"-"
"4304614";"Canudos do Vale (RS)";"Total";"Total";"De 200 a menos de 500 ha";"1"
"4304614";"Canudos do Vale (RS)";"Total";"Total";"De 500 a menos de 1.000 ha";"-"
"4304622";"Capão Bonito do Sul (RS)";"Total";"Total";"De 200 a menos de 500 ha";"36"
