"cod_muni";"muni";"var1";"var2";"tipo_estab";"qtd_medios_estabelecimentos"
"2905909";"Campo Alegre de Lourdes (BA)";"Total";"Total";"De 200 a menos de 500 ha";"23"
"2905909";"Campo Alegre de Lourdes (BA)";"Total";"Total";"De 500 a menos de 1.000 ha";"6"
"2906006";"Campo Formoso (BA)";"Total";"Total";"De 200 a menos de 500 ha";"148"
"2906006";"Campo Formoso (BA)";"Total";"Total";"De 500 a menos de 1.000 ha";"34"
"2906105";"Canápolis (BA)";"Total";"Total";"De 200 a menos de 500 ha";"11"
"2906105";"Canápolis (BA)";"Total";"Total";"De 500 a menos de 1.000 ha";"1"
"2906204";"Canarana (BA)";"Total";"Total";"De 200 a menos de 500 ha";"18"
"2906204";"Canarana (BA)";"Total";"Total";"De 500 a menos de 1.000 ha";"4"
"2906303";"Canavieiras (BA)";"Total";"Total";"De 200 a menos de 500 ha";"69"
"2906303";"Canavieiras (BA)";"Total";"Total";"De 500 a menos de 1.000 ha";"13"
"2906402";"Candeal (BA)";"Total";"Total";"De 200 a menos de 500 ha";"25"
"2906402";"Candeal (BA)";"Total";"Total";"De 500 a menos de 1.000 ha";"2"
"2906501";"Candeias (BA)";"Total";"Total";"De 200 a menos de 500 ha";"4"
"2906501";"Candeias (BA)";"Total";"Total";"De 500 a menos de 1.000 ha";"-"
"2906600";"Candiba (BA)";"Total";"Total";"De 200 a menos de 500 ha";"9"
"2906600";"Candiba (BA)";"Total";"Total";"De 500 a menos de 1.000 ha";"1"
"2906709";"Cândido Sales (BA)";"Total";"Total";"De 200 a menos de 500 ha";"43"
"2906709";"Cândido Sales (BA)";"Total";"Total";"De 500 a menos de 1.000 ha";"13"
"2906808";"Cansanção (BA)";"Total";"Total";"De 200 a menos de 500 ha";"30"
"2906808";"Cansanção (BA)";"Total";"Total";"De 500 a menos de 1.000 ha";"12"
"2906824";"Canudos (BA)";"Total";"Total";"De 200 a menos de 500 ha";"41"
"2906824";"Canudos (BA)";"Total";"Total";"De 500 a menos de 1.000 ha";"25"
"2906857";"Capela do Alto Alegre (BA)";"Total";"Total";"De 200 a menos de 500 ha";"29"
"2906857";"Capela do Alto Alegre (BA)";"Total";"Total";"De 500 a menos de 1.000 ha";"4"
"2906873";"Capim Grosso (BA)";"Total";"Total";"De 200 a menos de 500 ha";"15"
"2906873";"Capim Grosso (BA)";"Total";"Total";"De 500 a menos de 1.000 ha";"3"
"2906899";"Caraíbas (BA)";"Total";"Total";"De 200 a menos de 500 ha";"15"
"2906899";"Caraíbas (BA)";"Total";"Total";"De 500 a menos de 1.000 ha";"1"
"2906907";"Caravelas (BA)";"Total";"Total";"De 200 a menos de 500 ha";"30"
"2906907";"Caravelas (BA)";"Total";"Total";"De 500 a menos de 1.000 ha";"13"
"2907004";"Cardeal da Silva (BA)";"Total";"Total";"De 200 a menos de 500 ha";"10"
"2907004";"Cardeal da Silva (BA)";"Total";"Total";"De 500 a menos de 1.000 ha";"3"
"2907103";"Carinhanha (BA)";"Total";"Total";"De 200 a menos de 500 ha";"70"
"2907103";"Carinhanha (BA)";"Total";"Total";"De 500 a menos de 1.000 ha";"16"
"2907202";"Casa Nova (BA)";"Total";"Total";"De 200 a menos de 500 ha";"140"
"2907202";"Casa Nova (BA)";"Total";"Total";"De 500 a menos de 1.000 ha";"40"
"2907301";"Castro Alves (BA)";"Total";"Total";"De 200 a menos de 500 ha";"18"
"2907301";"Castro Alves (BA)";"Total";"Total";"De 500 a menos de 1.000 ha";"12"
"2907400";"Catolândia (BA)";"Total";"Total";"De 200 a menos de 500 ha";"9"
"2907400";"Catolândia (BA)";"Total";"Total";"De 500 a menos de 1.000 ha";"10"
"2907509";"Catu (BA)";"Total";"Total";"De 200 a menos de 500 ha";"10"
"2907509";"Catu (BA)";"Total";"Total";"De 500 a menos de 1.000 ha";"2"
"2907558";"Caturama (BA)";"Total";"Total";"De 200 a menos de 500 ha";"5"
"2907558";"Caturama (BA)";"Total";"Total";"De 500 a menos de 1.000 ha";"1"
"2907608";"Central (BA)";"Total";"Total";"De 200 a menos de 500 ha";"5"
"2907608";"Central (BA)";"Total";"Total";"De 500 a menos de 1.000 ha";"2"
"2907707";"Chorrochó (BA)";"Total";"Total";"De 200 a menos de 500 ha";"41"
"2907707";"Chorrochó (BA)";"Total";"Total";"De 500 a menos de 1.000 ha";"6"
"2907806";"Cícero Dantas (BA)";"Total";"Total";"De 200 a menos de 500 ha";"27"
"2907806";"Cícero Dantas (BA)";"Total";"Total";"De 500 a menos de 1.000 ha";"4"
"2907905";"Cipó (BA)";"Total";"Total";"De 200 a menos de 500 ha";"2"
"2907905";"Cipó (BA)";"Total";"Total";"De 500 a menos de 1.000 ha";"-"
"2908002";"Coaraci (BA)";"Total";"Total";"De 200 a menos de 500 ha";"12"
"2908002";"Coaraci (BA)";"Total";"Total";"De 500 a menos de 1.000 ha";"1"
"2908101";"Cocos (BA)";"Total";"Total";"De 200 a menos de 500 ha";"63"
"2908101";"Cocos (BA)";"Total";"Total";"De 500 a menos de 1.000 ha";"18"
"2908200";"Conceição da Feira (BA)";"Total";"Total";"De 200 a menos de 500 ha";"1"
"2908200";"Conceição da Feira (BA)";"Total";"Total";"De 500 a menos de 1.000 ha";"-"
"2908309";"Conceição do Almeida (BA)";"Total";"Total";"De 200 a menos de 500 ha";"14"
"2908309";"Conceição do Almeida (BA)";"Total";"Total";"De 500 a menos de 1.000 ha";"2"
"2908408";"Conceição do Coité (BA)";"Total";"Total";"De 200 a menos de 500 ha";"29"
"2908408";"Conceição do Coité (BA)";"Total";"Total";"De 500 a menos de 1.000 ha";"11"
"2908507";"Conceição do Jacuípe (BA)";"Total";"Total";"De 200 a menos de 500 ha";"3"
"2908507";"Conceição do Jacuípe (BA)";"Total";"Total";"De 500 a menos de 1.000 ha";"1"
"2908606";"Conde (BA)";"Total";"Total";"De 200 a menos de 500 ha";"29"
"2908606";"Conde (BA)";"Total";"Total";"De 500 a menos de 1.000 ha";"12"
"2908705";"Condeúba (BA)";"Total";"Total";"De 200 a menos de 500 ha";"14"
"2908705";"Condeúba (BA)";"Total";"Total";"De 500 a menos de 1.000 ha";"4"
"2908804";"Contendas do Sincorá (BA)";"Total";"Total";"De 200 a menos de 500 ha";"27"
"2908804";"Contendas do Sincorá (BA)";"Total";"Total";"De 500 a menos de 1.000 ha";"10"
"2908903";"Coração de Maria (BA)";"Total";"Total";"De 200 a menos de 500 ha";"13"
"2908903";"Coração de Maria (BA)";"Total";"Total";"De 500 a menos de 1.000 ha";"3"
"2909000";"Cordeiros (BA)";"Total";"Total";"De 200 a menos de 500 ha";"1"
"2909000";"Cordeiros (BA)";"Total";"Total";"De 500 a menos de 1.000 ha";"1"
"2909109";"Coribe (BA)";"Total";"Total";"De 200 a menos de 500 ha";"49"
"2909109";"Coribe (BA)";"Total";"Total";"De 500 a menos de 1.000 ha";"18"
"2909208";"Coronel João Sá (BA)";"Total";"Total";"De 200 a menos de 500 ha";"35"
"2909208";"Coronel João Sá (BA)";"Total";"Total";"De 500 a menos de 1.000 ha";"15"
"2909307";"Correntina (BA)";"Total";"Total";"De 200 a menos de 500 ha";"25"
"2909307";"Correntina (BA)";"Total";"Total";"De 500 a menos de 1.000 ha";"16"
"2909406";"Cotegipe (BA)";"Total";"Total";"De 200 a menos de 500 ha";"54"
"2909406";"Cotegipe (BA)";"Total";"Total";"De 500 a menos de 1.000 ha";"26"
"2909505";"Cravolândia (BA)";"Total";"Total";"De 200 a menos de 500 ha";"9"
"2909505";"Cravolândia (BA)";"Total";"Total";"De 500 a menos de 1.000 ha";"2"
"2909604";"Crisópolis (BA)";"Total";"Total";"De 200 a menos de 500 ha";"17"
"2909604";"Crisópolis (BA)";"Total";"Total";"De 500 a menos de 1.000 ha";"3"
"2909703";"Cristópolis (BA)";"Total";"Total";"De 200 a menos de 500 ha";"22"
"2909703";"Cristópolis (BA)";"Total";"Total";"De 500 a menos de 1.000 ha";"7"
"2909802";"Cruz das Almas (BA)";"Total";"Total";"De 200 a menos de 500 ha";"2"
"2909802";"Cruz das Almas (BA)";"Total";"Total";"De 500 a menos de 1.000 ha";"-"
"2909901";"Curaçá (BA)";"Total";"Total";"De 200 a menos de 500 ha";"90"
"2909901";"Curaçá (BA)";"Total";"Total";"De 500 a menos de 1.000 ha";"30"
"2910008";"Dário Meira (BA)";"Total";"Total";"De 200 a menos de 500 ha";"37"
"2910008";"Dário Meira (BA)";"Total";"Total";"De 500 a menos de 1.000 ha";"7"
"2910057";"Dias d'Ávila (BA)";"Total";"Total";"De 200 a menos de 500 ha";"2"
"2910057";"Dias d'Ávila (BA)";"Total";"Total";"De 500 a menos de 1.000 ha";"1"
"2910107";"Dom Basílio (BA)";"Total";"Total";"De 200 a menos de 500 ha";"10"
"2910107";"Dom Basílio (BA)";"Total";"Total";"De 500 a menos de 1.000 ha";"3"
"2910206";"Dom Macedo Costa (BA)";"Total";"Total";"De 200 a menos de 500 ha";"7"
"2910206";"Dom Macedo Costa (BA)";"Total";"Total";"De 500 a menos de 1.000 ha";"3"
"2910305";"Elísio Medrado (BA)";"Total";"Total";"De 200 a menos de 500 ha";"9"
"2910305";"Elísio Medrado (BA)";"Total";"Total";"De 500 a menos de 1.000 ha";"-"
"2910404";"Encruzilhada (BA)";"Total";"Total";"De 200 a menos de 500 ha";"58"
"2910404";"Encruzilhada (BA)";"Total";"Total";"De 500 a menos de 1.000 ha";"30"
"2910503";"Entre Rios (BA)";"Total";"Total";"De 200 a menos de 500 ha";"32"
"2910503";"Entre Rios (BA)";"Total";"Total";"De 500 a menos de 1.000 ha";"4"
"2910602";"Esplanada (BA)";"Total";"Total";"De 200 a menos de 500 ha";"29"
"2910602";"Esplanada (BA)";"Total";"Total";"De 500 a menos de 1.000 ha";"16"
"2910701";"Euclides da Cunha (BA)";"Total";"Total";"De 200 a menos de 500 ha";"55"
"2910701";"Euclides da Cunha (BA)";"Total";"Total";"De 500 a menos de 1.000 ha";"19"
"2910727";"Eunápolis (BA)";"Total";"Total";"De 200 a menos de 500 ha";"26"
"2910727";"Eunápolis (BA)";"Total";"Total";"De 500 a menos de 1.000 ha";"27"
"2910750";"Fátima (BA)";"Total";"Total";"De 200 a menos de 500 ha";"10"
"2910750";"Fátima (BA)";"Total";"Total";"De 500 a menos de 1.000 ha";"1"
"2910776";"Feira da Mata (BA)";"Total";"Total";"De 200 a menos de 500 ha";"37"
"2910776";"Feira da Mata (BA)";"Total";"Total";"De 500 a menos de 1.000 ha";"15"
"2910800";"Feira de Santana (BA)";"Total";"Total";"De 200 a menos de 500 ha";"60"
"2910800";"Feira de Santana (BA)";"Total";"Total";"De 500 a menos de 1.000 ha";"7"
"2910859";"Filadélfia (BA)";"Total";"Total";"De 200 a menos de 500 ha";"18"
"2910859";"Filadélfia (BA)";"Total";"Total";"De 500 a menos de 1.000 ha";"7"
"2910909";"Firmino Alves (BA)";"Total";"Total";"De 200 a menos de 500 ha";"15"
"2910909";"Firmino Alves (BA)";"Total";"Total";"De 500 a menos de 1.000 ha";"5"
"2911006";"Floresta Azul (BA)";"Total";"Total";"De 200 a menos de 500 ha";"10"
"2911006";"Floresta Azul (BA)";"Total";"Total";"De 500 a menos de 1.000 ha";"9"
"2911105";"Formosa do Rio Preto (BA)";"Total";"Total";"De 200 a menos de 500 ha";"74"
"2911105";"Formosa do Rio Preto (BA)";"Total";"Total";"De 500 a menos de 1.000 ha";"43"
"2911204";"Gandu (BA)";"Total";"Total";"De 200 a menos de 500 ha";"10"
"2911204";"Gandu (BA)";"Total";"Total";"De 500 a menos de 1.000 ha";"-"
"2911253";"Gavião (BA)";"Total";"Total";"De 200 a menos de 500 ha";"16"
"2911253";"Gavião (BA)";"Total";"Total";"De 500 a menos de 1.000 ha";"4"
"2911303";"Gentio do Ouro (BA)";"Total";"Total";"De 200 a menos de 500 ha";"11"
"2911303";"Gentio do Ouro (BA)";"Total";"Total";"De 500 a menos de 1.000 ha";"2"
"2911402";"Glória (BA)";"Total";"Total";"De 200 a menos de 500 ha";"8"
"2911402";"Glória (BA)";"Total";"Total";"De 500 a menos de 1.000 ha";"2"
"2911501";"Gongogi (BA)";"Total";"Total";"De 200 a menos de 500 ha";"17"
"2911501";"Gongogi (BA)";"Total";"Total";"De 500 a menos de 1.000 ha";"3"
"2911600";"Governador Mangabeira (BA)";"Total";"Total";"De 200 a menos de 500 ha";"2"
"2911600";"Governador Mangabeira (BA)";"Total";"Total";"De 500 a menos de 1.000 ha";"-"
"2911659";"Guajeru (BA)";"Total";"Total";"De 200 a menos de 500 ha";"11"
"2911659";"Guajeru (BA)";"Total";"Total";"De 500 a menos de 1.000 ha";"-"
"2911709";"Guanambi (BA)";"Total";"Total";"De 200 a menos de 500 ha";"28"
"2911709";"Guanambi (BA)";"Total";"Total";"De 500 a menos de 1.000 ha";"10"
"2911808";"Guaratinga (BA)";"Total";"Total";"De 200 a menos de 500 ha";"91"
"2911808";"Guaratinga (BA)";"Total";"Total";"De 500 a menos de 1.000 ha";"33"
"2911857";"Heliópolis (BA)";"Total";"Total";"De 200 a menos de 500 ha";"8"
"2911857";"Heliópolis (BA)";"Total";"Total";"De 500 a menos de 1.000 ha";"1"
"2911907";"Iaçu (BA)";"Total";"Total";"De 200 a menos de 500 ha";"83"
"2911907";"Iaçu (BA)";"Total";"Total";"De 500 a menos de 1.000 ha";"34"
"2912004";"Ibiassucê (BA)";"Total";"Total";"De 200 a menos de 500 ha";"6"
"2912004";"Ibiassucê (BA)";"Total";"Total";"De 500 a menos de 1.000 ha";"-"
"2912103";"Ibicaraí (BA)";"Total";"Total";"De 200 a menos de 500 ha";"8"
"2912103";"Ibicaraí (BA)";"Total";"Total";"De 500 a menos de 1.000 ha";"3"
"2912202";"Ibicoara (BA)";"Total";"Total";"De 200 a menos de 500 ha";"5"
"2912202";"Ibicoara (BA)";"Total";"Total";"De 500 a menos de 1.000 ha";"1"
"2912301";"Ibicuí (BA)";"Total";"Total";"De 200 a menos de 500 ha";"44"
"2912301";"Ibicuí (BA)";"Total";"Total";"De 500 a menos de 1.000 ha";"17"
"2912400";"Ibipeba (BA)";"Total";"Total";"De 200 a menos de 500 ha";"39"
"2912400";"Ibipeba (BA)";"Total";"Total";"De 500 a menos de 1.000 ha";"8"
"2912509";"Ibipitanga (BA)";"Total";"Total";"De 200 a menos de 500 ha";"4"
"2912509";"Ibipitanga (BA)";"Total";"Total";"De 500 a menos de 1.000 ha";"-"
"2912608";"Ibiquera (BA)";"Total";"Total";"De 200 a menos de 500 ha";"18"
"2912608";"Ibiquera (BA)";"Total";"Total";"De 500 a menos de 1.000 ha";"7"
"2912707";"Ibirapitanga (BA)";"Total";"Total";"De 200 a menos de 500 ha";"25"
"2912707";"Ibirapitanga (BA)";"Total";"Total";"De 500 a menos de 1.000 ha";"1"
"2912806";"Ibirapuã (BA)";"Total";"Total";"De 200 a menos de 500 ha";"39"
"2912806";"Ibirapuã (BA)";"Total";"Total";"De 500 a menos de 1.000 ha";"10"
"2912905";"Ibirataia (BA)";"Total";"Total";"De 200 a menos de 500 ha";"17"
"2912905";"Ibirataia (BA)";"Total";"Total";"De 500 a menos de 1.000 ha";"3"
"2913002";"Ibitiara (BA)";"Total";"Total";"De 200 a menos de 500 ha";"21"
"2913002";"Ibitiara (BA)";"Total";"Total";"De 500 a menos de 1.000 ha";"1"
"2913101";"Ibititá (BA)";"Total";"Total";"De 200 a menos de 500 ha";"14"
"2913101";"Ibititá (BA)";"Total";"Total";"De 500 a menos de 1.000 ha";"1"
"2913200";"Ibotirama (BA)";"Total";"Total";"De 200 a menos de 500 ha";"18"
"2913200";"Ibotirama (BA)";"Total";"Total";"De 500 a menos de 1.000 ha";"13"
"2913309";"Ichu (BA)";"Total";"Total";"De 200 a menos de 500 ha";"7"
"2913309";"Ichu (BA)";"Total";"Total";"De 500 a menos de 1.000 ha";"1"
"2913408";"Igaporã (BA)";"Total";"Total";"De 200 a menos de 500 ha";"32"
"2913408";"Igaporã (BA)";"Total";"Total";"De 500 a menos de 1.000 ha";"5"
"2913457";"Igrapiúna (BA)";"Total";"Total";"De 200 a menos de 500 ha";"18"
"2913457";"Igrapiúna (BA)";"Total";"Total";"De 500 a menos de 1.000 ha";"1"
"2913507";"Iguaí (BA)";"Total";"Total";"De 200 a menos de 500 ha";"42"
"2913507";"Iguaí (BA)";"Total";"Total";"De 500 a menos de 1.000 ha";"16"
"2913606";"Ilhéus (BA)";"Total";"Total";"De 200 a menos de 500 ha";"68"
"2913606";"Ilhéus (BA)";"Total";"Total";"De 500 a menos de 1.000 ha";"17"
"2913705";"Inhambupe (BA)";"Total";"Total";"De 200 a menos de 500 ha";"23"
"2913705";"Inhambupe (BA)";"Total";"Total";"De 500 a menos de 1.000 ha";"3"
"2913804";"Ipecaetá (BA)";"Total";"Total";"De 200 a menos de 500 ha";"20"
"2913804";"Ipecaetá (BA)";"Total";"Total";"De 500 a menos de 1.000 ha";"3"
"2913903";"Ipiaú (BA)";"Total";"Total";"De 200 a menos de 500 ha";"15"
"2913903";"Ipiaú (BA)";"Total";"Total";"De 500 a menos de 1.000 ha";"2"
"2914000";"Ipirá (BA)";"Total";"Total";"De 200 a menos de 500 ha";"113"
"2914000";"Ipirá (BA)";"Total";"Total";"De 500 a menos de 1.000 ha";"41"
"2914109";"Ipupiara (BA)";"Total";"Total";"De 200 a menos de 500 ha";"12"
"2914109";"Ipupiara (BA)";"Total";"Total";"De 500 a menos de 1.000 ha";"1"
"2914208";"Irajuba (BA)";"Total";"Total";"De 200 a menos de 500 ha";"13"
"2914208";"Irajuba (BA)";"Total";"Total";"De 500 a menos de 1.000 ha";"5"
"2914307";"Iramaia (BA)";"Total";"Total";"De 200 a menos de 500 ha";"60"
"2914307";"Iramaia (BA)";"Total";"Total";"De 500 a menos de 1.000 ha";"15"
"2914406";"Iraquara (BA)";"Total";"Total";"De 200 a menos de 500 ha";"25"
"2914406";"Iraquara (BA)";"Total";"Total";"De 500 a menos de 1.000 ha";"2"
"2914505";"Irará (BA)";"Total";"Total";"De 200 a menos de 500 ha";"6"
"2914505";"Irará (BA)";"Total";"Total";"De 500 a menos de 1.000 ha";"1"
"2914604";"Irecê (BA)";"Total";"Total";"De 200 a menos de 500 ha";"13"
"2914604";"Irecê (BA)";"Total";"Total";"De 500 a menos de 1.000 ha";"2"
"2914653";"Itabela (BA)";"Total";"Total";"De 200 a menos de 500 ha";"41"
"2914653";"Itabela (BA)";"Total";"Total";"De 500 a menos de 1.000 ha";"16"
"2914703";"Itaberaba (BA)";"Total";"Total";"De 200 a menos de 500 ha";"99"
"2914703";"Itaberaba (BA)";"Total";"Total";"De 500 a menos de 1.000 ha";"43"
"2914802";"Itabuna (BA)";"Total";"Total";"De 200 a menos de 500 ha";"23"
"2914802";"Itabuna (BA)";"Total";"Total";"De 500 a menos de 1.000 ha";"5"
"2914901";"Itacaré (BA)";"Total";"Total";"De 200 a menos de 500 ha";"23"
"2914901";"Itacaré (BA)";"Total";"Total";"De 500 a menos de 1.000 ha";"6"
"2915007";"Itaeté (BA)";"Total";"Total";"De 200 a menos de 500 ha";"29"
"2915007";"Itaeté (BA)";"Total";"Total";"De 500 a menos de 1.000 ha";"17"
"2915106";"Itagi (BA)";"Total";"Total";"De 200 a menos de 500 ha";"12"
"2915106";"Itagi (BA)";"Total";"Total";"De 500 a menos de 1.000 ha";"3"
"2915205";"Itagibá (BA)";"Total";"Total";"De 200 a menos de 500 ha";"78"
"2915205";"Itagibá (BA)";"Total";"Total";"De 500 a menos de 1.000 ha";"19"
"2915304";"Itagimirim (BA)";"Total";"Total";"De 200 a menos de 500 ha";"26"
"2915304";"Itagimirim (BA)";"Total";"Total";"De 500 a menos de 1.000 ha";"18"
"2915353";"Itaguaçu da Bahia (BA)";"Total";"Total";"De 200 a menos de 500 ha";"32"
"2915353";"Itaguaçu da Bahia (BA)";"Total";"Total";"De 500 a menos de 1.000 ha";"12"
"2915403";"Itaju do Colônia (BA)";"Total";"Total";"De 200 a menos de 500 ha";"58"
"2915403";"Itaju do Colônia (BA)";"Total";"Total";"De 500 a menos de 1.000 ha";"47"
"2915502";"Itajuípe (BA)";"Total";"Total";"De 200 a menos de 500 ha";"8"
"2915502";"Itajuípe (BA)";"Total";"Total";"De 500 a menos de 1.000 ha";"1"
"2915601";"Itamaraju (BA)";"Total";"Total";"De 200 a menos de 500 ha";"103"
"2915601";"Itamaraju (BA)";"Total";"Total";"De 500 a menos de 1.000 ha";"46"
"2915700";"Itamari (BA)";"Total";"Total";"De 200 a menos de 500 ha";"7"
"2915700";"Itamari (BA)";"Total";"Total";"De 500 a menos de 1.000 ha";"2"
"2915809";"Itambé (BA)";"Total";"Total";"De 200 a menos de 500 ha";"109"
"2915809";"Itambé (BA)";"Total";"Total";"De 500 a menos de 1.000 ha";"42"
"2915908";"Itanagra (BA)";"Total";"Total";"De 200 a menos de 500 ha";"18"
"2915908";"Itanagra (BA)";"Total";"Total";"De 500 a menos de 1.000 ha";"7"
"2916005";"Itanhém (BA)";"Total";"Total";"De 200 a menos de 500 ha";"75"
"2916005";"Itanhém (BA)";"Total";"Total";"De 500 a menos de 1.000 ha";"21"
"2916104";"Itaparica (BA)";"Total";"Total";"De 200 a menos de 500 ha";"-"
"2916104";"Itaparica (BA)";"Total";"Total";"De 500 a menos de 1.000 ha";"-"
"2916203";"Itapé (BA)";"Total";"Total";"De 200 a menos de 500 ha";"37"
"2916203";"Itapé (BA)";"Total";"Total";"De 500 a menos de 1.000 ha";"11"
"2916302";"Itapebi (BA)";"Total";"Total";"De 200 a menos de 500 ha";"36"
"2916302";"Itapebi (BA)";"Total";"Total";"De 500 a menos de 1.000 ha";"17"
"2916401";"Itapetinga (BA)";"Total";"Total";"De 200 a menos de 500 ha";"76"
"2916401";"Itapetinga (BA)";"Total";"Total";"De 500 a menos de 1.000 ha";"60"
"2916500";"Itapicuru (BA)";"Total";"Total";"De 200 a menos de 500 ha";"36"
"2916500";"Itapicuru (BA)";"Total";"Total";"De 500 a menos de 1.000 ha";"12"
"2916609";"Itapitanga (BA)";"Total";"Total";"De 200 a menos de 500 ha";"14"
"2916609";"Itapitanga (BA)";"Total";"Total";"De 500 a menos de 1.000 ha";"14"
"2916708";"Itaquara (BA)";"Total";"Total";"De 200 a menos de 500 ha";"21"
"2916708";"Itaquara (BA)";"Total";"Total";"De 500 a menos de 1.000 ha";"6"
"2916807";"Itarantim (BA)";"Total";"Total";"De 200 a menos de 500 ha";"135"
"2916807";"Itarantim (BA)";"Total";"Total";"De 500 a menos de 1.000 ha";"44"
"2916856";"Itatim (BA)";"Total";"Total";"De 200 a menos de 500 ha";"14"
"2916856";"Itatim (BA)";"Total";"Total";"De 500 a menos de 1.000 ha";"9"
"2916906";"Itiruçu (BA)";"Total";"Total";"De 200 a menos de 500 ha";"19"
"2916906";"Itiruçu (BA)";"Total";"Total";"De 500 a menos de 1.000 ha";"6"
"2917003";"Itiúba (BA)";"Total";"Total";"De 200 a menos de 500 ha";"54"
"2917003";"Itiúba (BA)";"Total";"Total";"De 500 a menos de 1.000 ha";"15"
"2917102";"Itororó (BA)";"Total";"Total";"De 200 a menos de 500 ha";"17"
"2917102";"Itororó (BA)";"Total";"Total";"De 500 a menos de 1.000 ha";"2"
"2917201";"Ituaçu (BA)";"Total";"Total";"De 200 a menos de 500 ha";"21"
"2917201";"Ituaçu (BA)";"Total";"Total";"De 500 a menos de 1.000 ha";"8"
"2917300";"Ituberá (BA)";"Total";"Total";"De 200 a menos de 500 ha";"6"
"2917300";"Ituberá (BA)";"Total";"Total";"De 500 a menos de 1.000 ha";"3"
"2917334";"Iuiu (BA)";"Total";"Total";"De 200 a menos de 500 ha";"34"
"2917334";"Iuiu (BA)";"Total";"Total";"De 500 a menos de 1.000 ha";"29"
"2917359";"Jaborandi (BA)";"Total";"Total";"De 200 a menos de 500 ha";"43"
"2917359";"Jaborandi (BA)";"Total";"Total";"De 500 a menos de 1.000 ha";"19"
"2917409";"Jacaraci (BA)";"Total";"Total";"De 200 a menos de 500 ha";"25"
"2917409";"Jacaraci (BA)";"Total";"Total";"De 500 a menos de 1.000 ha";"7"
"2917508";"Jacobina (BA)";"Total";"Total";"De 200 a menos de 500 ha";"49"
"2917508";"Jacobina (BA)";"Total";"Total";"De 500 a menos de 1.000 ha";"18"
"2917607";"Jaguaquara (BA)";"Total";"Total";"De 200 a menos de 500 ha";"41"
"2917607";"Jaguaquara (BA)";"Total";"Total";"De 500 a menos de 1.000 ha";"13"
"2917706";"Jaguarari (BA)";"Total";"Total";"De 200 a menos de 500 ha";"19"
"2917706";"Jaguarari (BA)";"Total";"Total";"De 500 a menos de 1.000 ha";"4"
