"Cód.";"Município";"Grupos de área total";"Arroz em casca";"Milho em grão";"Soja em grão"
"5208004";"Formosa (GO)";"De 2.500 a menos de 10.000 ha";"-";"8446";"20955"
"5208004";"Formosa (GO)";"De 10.000 ha e mais";"-";"-";"-"
"5208103";"Formoso (GO)";"De 200 a menos de 500 ha";"-";"X";"-"
"5208103";"Formoso (GO)";"De 500 a menos de 1.000 ha";"-";"157";"-"
"5208103";"Formoso (GO)";"De 1.000 a menos de 2.500 ha";"-";"X";"-"
"5208103";"Formoso (GO)";"De 2.500 a menos de 10.000 ha";"-";"-";"-"
"5208103";"Formoso (GO)";"De 10.000 ha e mais";"-";"-";"-"
"5208152";"Gameleira de Goiás (GO)";"De 200 a menos de 500 ha";"-";"2132";"9439"
"5208152";"Gameleira de Goiás (GO)";"De 500 a menos de 1.000 ha";"-";"4015";"19275"
"5208152";"Gameleira de Goiás (GO)";"De 1.000 a menos de 2.500 ha";"-";"4671";"14448"
"5208152";"Gameleira de Goiás (GO)";"De 2.500 a menos de 10.000 ha";"-";"17111";"X"
"5208152";"Gameleira de Goiás (GO)";"De 10.000 ha e mais";"-";"-";"-"
"5208301";"Divinópolis de Goiás (GO)";"De 200 a menos de 500 ha";"X";"11";"-"
"5208301";"Divinópolis de Goiás (GO)";"De 500 a menos de 1.000 ha";"X";"X";"-"
"5208301";"Divinópolis de Goiás (GO)";"De 1.000 a menos de 2.500 ha";"-";"-";"-"
"5208301";"Divinópolis de Goiás (GO)";"De 2.500 a menos de 10.000 ha";"-";"-";"-"
"5208301";"Divinópolis de Goiás (GO)";"De 10.000 ha e mais";"-";"-";"-"
"5208400";"Goianápolis (GO)";"De 200 a menos de 500 ha";"-";"-";"-"
"5208400";"Goianápolis (GO)";"De 500 a menos de 1.000 ha";"-";"X";"X"
"5208400";"Goianápolis (GO)";"De 1.000 a menos de 2.500 ha";"-";"-";"-"
"5208400";"Goianápolis (GO)";"De 2.500 a menos de 10.000 ha";"-";"X";"X"
"5208400";"Goianápolis (GO)";"De 10.000 ha e mais";"-";"-";"-"
"5208509";"Goiandira (GO)";"De 200 a menos de 500 ha";"-";"X";"X"
"5208509";"Goiandira (GO)";"De 500 a menos de 1.000 ha";"-";"-";"X"
"5208509";"Goiandira (GO)";"De 1.000 a menos de 2.500 ha";"-";"-";"-"
"5208509";"Goiandira (GO)";"De 2.500 a menos de 10.000 ha";"-";"-";"-"
"5208509";"Goiandira (GO)";"De 10.000 ha e mais";"-";"-";"-"
"5208608";"Goianésia (GO)";"De 200 a menos de 500 ha";"-";"53";"X"
"5208608";"Goianésia (GO)";"De 500 a menos de 1.000 ha";"-";"X";"X"
"5208608";"Goianésia (GO)";"De 1.000 a menos de 2.500 ha";"-";"X";"-"
"5208608";"Goianésia (GO)";"De 2.500 a menos de 10.000 ha";"-";"-";"X"
"5208608";"Goianésia (GO)";"De 10.000 ha e mais";"-";"-";"-"
"5208707";"Goiânia (GO)";"De 200 a menos de 500 ha";"-";"X";"X"
"5208707";"Goiânia (GO)";"De 500 a menos de 1.000 ha";"-";"-";"-"
"5208707";"Goiânia (GO)";"De 1.000 a menos de 2.500 ha";"-";"X";"-"
"5208707";"Goiânia (GO)";"De 2.500 a menos de 10.000 ha";"-";"-";"-"
"5208707";"Goiânia (GO)";"De 10.000 ha e mais";"-";"-";"-"
"5208806";"Goianira (GO)";"De 200 a menos de 500 ha";"-";"X";"X"
"5208806";"Goianira (GO)";"De 500 a menos de 1.000 ha";"-";"-";"X"
"5208806";"Goianira (GO)";"De 1.000 a menos de 2.500 ha";"-";"-";"X"
"5208806";"Goianira (GO)";"De 2.500 a menos de 10.000 ha";"-";"-";"-"
"5208806";"Goianira (GO)";"De 10.000 ha e mais";"-";"-";"-"
"5208905";"Goiás (GO)";"De 200 a menos de 500 ha";"-";"891";"2032"
"5208905";"Goiás (GO)";"De 500 a menos de 1.000 ha";"-";"677";"X"
"5208905";"Goiás (GO)";"De 1.000 a menos de 2.500 ha";"-";"X";"X"
"5208905";"Goiás (GO)";"De 2.500 a menos de 10.000 ha";"-";"-";"-"
"5208905";"Goiás (GO)";"De 10.000 ha e mais";"-";"-";"-"
"5209101";"Goiatuba (GO)";"De 200 a menos de 500 ha";"-";"7369";"33085"
"5209101";"Goiatuba (GO)";"De 500 a menos de 1.000 ha";"-";"12471";"60186"
"5209101";"Goiatuba (GO)";"De 1.000 a menos de 2.500 ha";"-";"22757";"92507"
"5209101";"Goiatuba (GO)";"De 2.500 a menos de 10.000 ha";"-";"X";"84637"
"5209101";"Goiatuba (GO)";"De 10.000 ha e mais";"-";"-";"-"
"5209150";"Gouvelândia (GO)";"De 200 a menos de 500 ha";"-";"-";"X"
"5209150";"Gouvelândia (GO)";"De 500 a menos de 1.000 ha";"-";"X";"X"
"5209150";"Gouvelândia (GO)";"De 1.000 a menos de 2.500 ha";"-";"X";"X"
"5209150";"Gouvelândia (GO)";"De 2.500 a menos de 10.000 ha";"-";"-";"-"
"5209150";"Gouvelândia (GO)";"De 10.000 ha e mais";"-";"-";"-"
"5209200";"Guapó (GO)";"De 200 a menos de 500 ha";"-";"X";"-"
"5209200";"Guapó (GO)";"De 500 a menos de 1.000 ha";"-";"-";"X"
"5209200";"Guapó (GO)";"De 1.000 a menos de 2.500 ha";"-";"X";"-"
"5209200";"Guapó (GO)";"De 2.500 a menos de 10.000 ha";"-";"-";"-"
"5209200";"Guapó (GO)";"De 10.000 ha e mais";"-";"-";"-"
"5209291";"Guaraíta (GO)";"De 200 a menos de 500 ha";"-";"X";"-"
"5209291";"Guaraíta (GO)";"De 500 a menos de 1.000 ha";"-";"-";"-"
"5209291";"Guaraíta (GO)";"De 1.000 a menos de 2.500 ha";"-";"-";"-"
"5209291";"Guaraíta (GO)";"De 2.500 a menos de 10.000 ha";"-";"-";"-"
"5209291";"Guaraíta (GO)";"De 10.000 ha e mais";"-";"-";"-"
"5209408";"Guarani de Goiás (GO)";"De 200 a menos de 500 ha";"-";"2";"X"
"5209408";"Guarani de Goiás (GO)";"De 500 a menos de 1.000 ha";"-";"X";"X"
"5209408";"Guarani de Goiás (GO)";"De 1.000 a menos de 2.500 ha";"-";"X";"-"
"5209408";"Guarani de Goiás (GO)";"De 2.500 a menos de 10.000 ha";"-";"-";"-"
"5209408";"Guarani de Goiás (GO)";"De 10.000 ha e mais";"-";"-";"-"
"5209457";"Guarinos (GO)";"De 200 a menos de 500 ha";"-";"30";"-"
"5209457";"Guarinos (GO)";"De 500 a menos de 1.000 ha";"-";"-";"-"
"5209457";"Guarinos (GO)";"De 1.000 a menos de 2.500 ha";"-";"X";"-"
"5209457";"Guarinos (GO)";"De 2.500 a menos de 10.000 ha";"-";"-";"-"
"5209457";"Guarinos (GO)";"De 10.000 ha e mais";"-";"-";"-"
"5209606";"Heitoraí (GO)";"De 200 a menos de 500 ha";"-";"X";"-"
"5209606";"Heitoraí (GO)";"De 500 a menos de 1.000 ha";"-";"-";"-"
"5209606";"Heitoraí (GO)";"De 1.000 a menos de 2.500 ha";"-";"-";"-"
"5209606";"Heitoraí (GO)";"De 2.500 a menos de 10.000 ha";"-";"-";"-"
"5209606";"Heitoraí (GO)";"De 10.000 ha e mais";"-";"-";"-"
"5209705";"Hidrolândia (GO)";"De 200 a menos de 500 ha";"-";"X";"X"
"5209705";"Hidrolândia (GO)";"De 500 a menos de 1.000 ha";"-";"X";"2258"
"5209705";"Hidrolândia (GO)";"De 1.000 a menos de 2.500 ha";"-";"-";"-"
"5209705";"Hidrolândia (GO)";"De 2.500 a menos de 10.000 ha";"-";"-";"-"
"5209705";"Hidrolândia (GO)";"De 10.000 ha e mais";"-";"-";"-"
"5209804";"Hidrolina (GO)";"De 200 a menos de 500 ha";"-";"X";"1872"
"5209804";"Hidrolina (GO)";"De 500 a menos de 1.000 ha";"-";"X";"X"
"5209804";"Hidrolina (GO)";"De 1.000 a menos de 2.500 ha";"-";"-";"-"
"5209804";"Hidrolina (GO)";"De 2.500 a menos de 10.000 ha";"-";"-";"-"
"5209804";"Hidrolina (GO)";"De 10.000 ha e mais";"-";"-";"-"
"5209903";"Iaciara (GO)";"De 200 a menos de 500 ha";"-";"14";"-"
"5209903";"Iaciara (GO)";"De 500 a menos de 1.000 ha";"-";"14";"-"
"5209903";"Iaciara (GO)";"De 1.000 a menos de 2.500 ha";"-";"793";"X"
"5209903";"Iaciara (GO)";"De 2.500 a menos de 10.000 ha";"-";"-";"X"
"5209903";"Iaciara (GO)";"De 10.000 ha e mais";"-";"-";"-"
"5209937";"Inaciolândia (GO)";"De 200 a menos de 500 ha";"-";"1242";"4963"
"5209937";"Inaciolândia (GO)";"De 500 a menos de 1.000 ha";"-";"X";"7084"
"5209937";"Inaciolândia (GO)";"De 1.000 a menos de 2.500 ha";"-";"X";"X"
"5209937";"Inaciolândia (GO)";"De 2.500 a menos de 10.000 ha";"-";"-";"X"
"5209937";"Inaciolândia (GO)";"De 10.000 ha e mais";"-";"-";"X"
"5209952";"Indiara (GO)";"De 200 a menos de 500 ha";"-";"1772";"19888"
"5209952";"Indiara (GO)";"De 500 a menos de 1.000 ha";"-";"1267";"7725"
"5209952";"Indiara (GO)";"De 1.000 a menos de 2.500 ha";"-";"X";"X"
"5209952";"Indiara (GO)";"De 2.500 a menos de 10.000 ha";"-";"X";"X"
"5209952";"Indiara (GO)";"De 10.000 ha e mais";"-";"-";"-"
"5210000";"Inhumas (GO)";"De 200 a menos de 500 ha";"-";"X";"X"
"5210000";"Inhumas (GO)";"De 500 a menos de 1.000 ha";"-";"-";"X"
"5210000";"Inhumas (GO)";"De 1.000 a menos de 2.500 ha";"-";"X";"X"
"5210000";"Inhumas (GO)";"De 2.500 a menos de 10.000 ha";"-";"-";"-"
"5210000";"Inhumas (GO)";"De 10.000 ha e mais";"-";"-";"-"
"5210109";"Ipameri (GO)";"De 200 a menos de 500 ha";"-";"6977";"42695"
"5210109";"Ipameri (GO)";"De 500 a menos de 1.000 ha";"-";"8189";"58092"
"5210109";"Ipameri (GO)";"De 1.000 a menos de 2.500 ha";"-";"18111";"64133"
"5210109";"Ipameri (GO)";"De 2.500 a menos de 10.000 ha";"-";"32271";"56490"
"5210109";"Ipameri (GO)";"De 10.000 ha e mais";"-";"X";"X"
"5210158";"Ipiranga de Goiás (GO)";"De 200 a menos de 500 ha";"-";"72";"-"
"5210158";"Ipiranga de Goiás (GO)";"De 500 a menos de 1.000 ha";"-";"-";"-"
"5210158";"Ipiranga de Goiás (GO)";"De 1.000 a menos de 2.500 ha";"-";"-";"-"
"5210158";"Ipiranga de Goiás (GO)";"De 2.500 a menos de 10.000 ha";"-";"-";"-"
"5210158";"Ipiranga de Goiás (GO)";"De 10.000 ha e mais";"-";"-";"-"
"5210208";"Iporá (GO)";"De 200 a menos de 500 ha";"-";"X";"1894"
"5210208";"Iporá (GO)";"De 500 a menos de 1.000 ha";"-";"X";"X"
"5210208";"Iporá (GO)";"De 1.000 a menos de 2.500 ha";"-";"X";"X"
"5210208";"Iporá (GO)";"De 2.500 a menos de 10.000 ha";"-";"-";"-"
"5210208";"Iporá (GO)";"De 10.000 ha e mais";"-";"-";"-"
"5210307";"Israelândia (GO)";"De 200 a menos de 500 ha";"-";"-";"X"
"5210307";"Israelândia (GO)";"De 500 a menos de 1.000 ha";"-";"X";"-"
"5210307";"Israelândia (GO)";"De 1.000 a menos de 2.500 ha";"-";"-";"-"
"5210307";"Israelândia (GO)";"De 2.500 a menos de 10.000 ha";"-";"-";"-"
"5210307";"Israelândia (GO)";"De 10.000 ha e mais";"-";"-";"-"
"5210406";"Itaberaí (GO)";"De 200 a menos de 500 ha";"-";"2870";"10088"
"5210406";"Itaberaí (GO)";"De 500 a menos de 1.000 ha";"-";"1041";"5556"
"5210406";"Itaberaí (GO)";"De 1.000 a menos de 2.500 ha";"-";"5224";"X"
"5210406";"Itaberaí (GO)";"De 2.500 a menos de 10.000 ha";"-";"X";"X"
"5210406";"Itaberaí (GO)";"De 10.000 ha e mais";"-";"-";"-"
"5210562";"Itaguari (GO)";"De 200 a menos de 500 ha";"-";"X";"X"
"5210562";"Itaguari (GO)";"De 500 a menos de 1.000 ha";"-";"X";"X"
"5210562";"Itaguari (GO)";"De 1.000 a menos de 2.500 ha";"-";"-";"-"
"5210562";"Itaguari (GO)";"De 2.500 a menos de 10.000 ha";"-";"-";"-"
"5210562";"Itaguari (GO)";"De 10.000 ha e mais";"-";"-";"-"
"5210604";"Itaguaru (GO)";"De 200 a menos de 500 ha";"-";"X";"-"
"5210604";"Itaguaru (GO)";"De 500 a menos de 1.000 ha";"-";"X";"-"
"5210604";"Itaguaru (GO)";"De 1.000 a menos de 2.500 ha";"-";"-";"-"
"5210604";"Itaguaru (GO)";"De 2.500 a menos de 10.000 ha";"-";"-";"-"
"5210604";"Itaguaru (GO)";"De 10.000 ha e mais";"-";"-";"-"
"5210802";"Itajá (GO)";"De 200 a menos de 500 ha";"-";"-";"-"
"5210802";"Itajá (GO)";"De 500 a menos de 1.000 ha";"-";"-";"-"
"5210802";"Itajá (GO)";"De 1.000 a menos de 2.500 ha";"-";"-";"-"
"5210802";"Itajá (GO)";"De 2.500 a menos de 10.000 ha";"-";"-";"-"
"5210802";"Itajá (GO)";"De 10.000 ha e mais";"-";"-";"-"
"5210901";"Itapaci (GO)";"De 200 a menos de 500 ha";"-";"1126";"X"
"5210901";"Itapaci (GO)";"De 500 a menos de 1.000 ha";"-";"-";"-"
"5210901";"Itapaci (GO)";"De 1.000 a menos de 2.500 ha";"-";"-";"-"
"5210901";"Itapaci (GO)";"De 2.500 a menos de 10.000 ha";"-";"-";"-"
"5210901";"Itapaci (GO)";"De 10.000 ha e mais";"-";"-";"-"
"5211008";"Itapirapuã (GO)";"De 200 a menos de 500 ha";"-";"X";"-"
"5211008";"Itapirapuã (GO)";"De 500 a menos de 1.000 ha";"-";"X";"-"
"5211008";"Itapirapuã (GO)";"De 1.000 a menos de 2.500 ha";"-";"X";"-"
"5211008";"Itapirapuã (GO)";"De 2.500 a menos de 10.000 ha";"-";"-";"-"
"5211008";"Itapirapuã (GO)";"De 10.000 ha e mais";"-";"-";"-"
"5211206";"Itapuranga (GO)";"De 200 a menos de 500 ha";"-";"154";"X"
"5211206";"Itapuranga (GO)";"De 500 a menos de 1.000 ha";"-";"X";"X"
"5211206";"Itapuranga (GO)";"De 1.000 a menos de 2.500 ha";"-";"-";"X"
"5211206";"Itapuranga (GO)";"De 2.500 a menos de 10.000 ha";"-";"-";"-"
"5211206";"Itapuranga (GO)";"De 10.000 ha e mais";"-";"-";"-"
"5211305";"Itarumã (GO)";"De 200 a menos de 500 ha";"-";"7";"-"
"5211305";"Itarumã (GO)";"De 500 a menos de 1.000 ha";"-";"X";"-"
"5211305";"Itarumã (GO)";"De 1.000 a menos de 2.500 ha";"-";"X";"X"
"5211305";"Itarumã (GO)";"De 2.500 a menos de 10.000 ha";"-";"X";"X"
"5211305";"Itarumã (GO)";"De 10.000 ha e mais";"-";"-";"-"
"5211404";"Itauçu (GO)";"De 200 a menos de 500 ha";"-";"129";"X"
"5211404";"Itauçu (GO)";"De 500 a menos de 1.000 ha";"-";"-";"-"
"5211404";"Itauçu (GO)";"De 1.000 a menos de 2.500 ha";"-";"-";"-"
"5211404";"Itauçu (GO)";"De 2.500 a menos de 10.000 ha";"-";"-";"-"
"5211404";"Itauçu (GO)";"De 10.000 ha e mais";"-";"-";"-"
"5211503";"Itumbiara (GO)";"De 200 a menos de 500 ha";"X";"12158";"42551"
"5211503";"Itumbiara (GO)";"De 500 a menos de 1.000 ha";"-";"5840";"25368"
"5211503";"Itumbiara (GO)";"De 1.000 a menos de 2.500 ha";"-";"6362";"23396"
"5211503";"Itumbiara (GO)";"De 2.500 a menos de 10.000 ha";"-";"X";"X"
"5211503";"Itumbiara (GO)";"De 10.000 ha e mais";"-";"-";"-"
"5211602";"Ivolândia (GO)";"De 200 a menos de 500 ha";"-";"-";"X"
"5211602";"Ivolândia (GO)";"De 500 a menos de 1.000 ha";"-";"X";"X"
"5211602";"Ivolândia (GO)";"De 1.000 a menos de 2.500 ha";"-";"-";"-"
"5211602";"Ivolândia (GO)";"De 2.500 a menos de 10.000 ha";"-";"-";"-"
"5211602";"Ivolândia (GO)";"De 10.000 ha e mais";"-";"-";"-"
"5211701";"Jandaia (GO)";"De 200 a menos de 500 ha";"-";"345";"5635"
"5211701";"Jandaia (GO)";"De 500 a menos de 1.000 ha";"-";"X";"12589"
"5211701";"Jandaia (GO)";"De 1.000 a menos de 2.500 ha";"-";"X";"-"
"5211701";"Jandaia (GO)";"De 2.500 a menos de 10.000 ha";"-";"X";"-"
"5211701";"Jandaia (GO)";"De 10.000 ha e mais";"-";"-";"-"
"5211800";"Jaraguá (GO)";"De 200 a menos de 500 ha";"X";"608";"X"
"5211800";"Jaraguá (GO)";"De 500 a menos de 1.000 ha";"X";"31";"-"
"5211800";"Jaraguá (GO)";"De 1.000 a menos de 2.500 ha";"-";"X";"X"
"5211800";"Jaraguá (GO)";"De 2.500 a menos de 10.000 ha";"-";"-";"-"
"5211800";"Jaraguá (GO)";"De 10.000 ha e mais";"-";"-";"-"
"5211909";"Jataí (GO)";"De 200 a menos de 500 ha";"-";"47663";"93581"
"5211909";"Jataí (GO)";"De 500 a menos de 1.000 ha";"X";"90082";"157765"
"5211909";"Jataí (GO)";"De 1.000 a menos de 2.500 ha";"-";"131495";"256677"
"5211909";"Jataí (GO)";"De 2.500 a menos de 10.000 ha";"X";"97612";"189690"
"5211909";"Jataí (GO)";"De 10.000 ha e mais";"-";"X";"X"
"5212006";"Jaupaci (GO)";"De 200 a menos de 500 ha";"-";"-";"X"
"5212006";"Jaupaci (GO)";"De 500 a menos de 1.000 ha";"X";"X";"X"
"5212006";"Jaupaci (GO)";"De 1.000 a menos de 2.500 ha";"-";"-";"-"
"5212006";"Jaupaci (GO)";"De 2.500 a menos de 10.000 ha";"-";"-";"-"
"5212006";"Jaupaci (GO)";"De 10.000 ha e mais";"-";"-";"-"
"5212055";"Jesúpolis (GO)";"De 200 a menos de 500 ha";"-";"-";"-"
"5212055";"Jesúpolis (GO)";"De 500 a menos de 1.000 ha";"-";"-";"-"
"5212055";"Jesúpolis (GO)";"De 1.000 a menos de 2.500 ha";"-";"-";"-"
"5212055";"Jesúpolis (GO)";"De 2.500 a menos de 10.000 ha";"-";"-";"-"
"5212055";"Jesúpolis (GO)";"De 10.000 ha e mais";"-";"-";"-"
"5212105";"Joviânia (GO)";"De 200 a menos de 500 ha";"-";"3165";"11204"
"5212105";"Joviânia (GO)";"De 500 a menos de 1.000 ha";"-";"1294";"17987"
"5212105";"Joviânia (GO)";"De 1.000 a menos de 2.500 ha";"-";"X";"30043"
"5212105";"Joviânia (GO)";"De 2.500 a menos de 10.000 ha";"-";"-";"-"
"5212105";"Joviânia (GO)";"De 10.000 ha e mais";"-";"-";"-"
"5212204";"Jussara (GO)";"De 200 a menos de 500 ha";"X";"X";"2761"
"5212204";"Jussara (GO)";"De 500 a menos de 1.000 ha";"-";"-";"X"
"5212204";"Jussara (GO)";"De 1.000 a menos de 2.500 ha";"-";"X";"X"
"5212204";"Jussara (GO)";"De 2.500 a menos de 10.000 ha";"-";"X";"6285"
"5212204";"Jussara (GO)";"De 10.000 ha e mais";"-";"X";"X"
"5212253";"Lagoa Santa (GO)";"De 200 a menos de 500 ha";"-";"-";"-"
"5212253";"Lagoa Santa (GO)";"De 500 a menos de 1.000 ha";"-";"X";"-"
"5212253";"Lagoa Santa (GO)";"De 1.000 a menos de 2.500 ha";"-";"-";"-"
"5212253";"Lagoa Santa (GO)";"De 2.500 a menos de 10.000 ha";"-";"-";"-"
"5212253";"Lagoa Santa (GO)";"De 10.000 ha e mais";"-";"-";"-"
"5212303";"Leopoldo de Bulhões (GO)";"De 200 a menos de 500 ha";"-";"2657";"8031"
"5212303";"Leopoldo de Bulhões (GO)";"De 500 a menos de 1.000 ha";"-";"901";"6122"
"5212303";"Leopoldo de Bulhões (GO)";"De 1.000 a menos de 2.500 ha";"-";"X";"X"
"5212303";"Leopoldo de Bulhões (GO)";"De 2.500 a menos de 10.000 ha";"-";"-";"-"
"5212303";"Leopoldo de Bulhões (GO)";"De 10.000 ha e mais";"-";"-";"-"
"5212501";"Luziânia (GO)";"De 200 a menos de 500 ha";"-";"5174";"13057"
"5212501";"Luziânia (GO)";"De 500 a menos de 1.000 ha";"-";"9046";"14784"
"5212501";"Luziânia (GO)";"De 1.000 a menos de 2.500 ha";"-";"13409";"45041"
"5212501";"Luziânia (GO)";"De 2.500 a menos de 10.000 ha";"-";"33749";"61802"
"5212501";"Luziânia (GO)";"De 10.000 ha e mais";"-";"-";"-"
"5212600";"Mairipotaba (GO)";"De 200 a menos de 500 ha";"-";"X";"X"
"5212600";"Mairipotaba (GO)";"De 500 a menos de 1.000 ha";"-";"-";"-"
"5212600";"Mairipotaba (GO)";"De 1.000 a menos de 2.500 ha";"-";"-";"X"
"5212600";"Mairipotaba (GO)";"De 2.500 a menos de 10.000 ha";"-";"-";"-"
"5212600";"Mairipotaba (GO)";"De 10.000 ha e mais";"-";"-";"-"
"5212709";"Mambaí (GO)";"De 200 a menos de 500 ha";"-";"3";"-"
"5212709";"Mambaí (GO)";"De 500 a menos de 1.000 ha";"-";"-";"X"
"5212709";"Mambaí (GO)";"De 1.000 a menos de 2.500 ha";"-";"-";"-"
"5212709";"Mambaí (GO)";"De 2.500 a menos de 10.000 ha";"-";"-";"-"
"5212709";"Mambaí (GO)";"De 10.000 ha e mais";"-";"-";"-"
"5212808";"Mara Rosa (GO)";"De 200 a menos de 500 ha";"-";"178";"X"
"5212808";"Mara Rosa (GO)";"De 500 a menos de 1.000 ha";"-";"-";"-"
"5212808";"Mara Rosa (GO)";"De 1.000 a menos de 2.500 ha";"-";"X";"X"
"5212808";"Mara Rosa (GO)";"De 2.500 a menos de 10.000 ha";"-";"-";"-"
"5212808";"Mara Rosa (GO)";"De 10.000 ha e mais";"-";"-";"-"
"5212907";"Marzagão (GO)";"De 200 a menos de 500 ha";"-";"723";"X"
"5212907";"Marzagão (GO)";"De 500 a menos de 1.000 ha";"-";"-";"-"
"5212907";"Marzagão (GO)";"De 1.000 a menos de 2.500 ha";"-";"-";"-"
"5212907";"Marzagão (GO)";"De 2.500 a menos de 10.000 ha";"-";"-";"-"
"5212907";"Marzagão (GO)";"De 10.000 ha e mais";"-";"-";"-"
"5212956";"Matrinchã (GO)";"De 200 a menos de 500 ha";"-";"-";"X"
"5212956";"Matrinchã (GO)";"De 500 a menos de 1.000 ha";"-";"X";"X"
"5212956";"Matrinchã (GO)";"De 1.000 a menos de 2.500 ha";"-";"-";"X"
"5212956";"Matrinchã (GO)";"De 2.500 a menos de 10.000 ha";"X";"X";"X"
"5212956";"Matrinchã (GO)";"De 10.000 ha e mais";"-";"-";"-"
"5213004";"Maurilândia (GO)";"De 200 a menos de 500 ha";"-";"-";"X"
"5213004";"Maurilândia (GO)";"De 500 a menos de 1.000 ha";"-";"X";"X"
"5213004";"Maurilândia (GO)";"De 1.000 a menos de 2.500 ha";"-";"-";"-"
"5213004";"Maurilândia (GO)";"De 2.500 a menos de 10.000 ha";"-";"8779";"X"
"5213004";"Maurilândia (GO)";"De 10.000 ha e mais";"-";"X";"X"
"5213053";"Mimoso de Goiás (GO)";"De 200 a menos de 500 ha";"-";"477";"X"
"5213053";"Mimoso de Goiás (GO)";"De 500 a menos de 1.000 ha";"-";"526";"6300"
"5213053";"Mimoso de Goiás (GO)";"De 1.000 a menos de 2.500 ha";"-";"463";"X"
"5213053";"Mimoso de Goiás (GO)";"De 2.500 a menos de 10.000 ha";"-";"X";"X"
"5213053";"Mimoso de Goiás (GO)";"De 10.000 ha e mais";"-";"-";"-"
"5213087";"Minaçu (GO)";"De 200 a menos de 500 ha";"X";"59";"X"
"5213087";"Minaçu (GO)";"De 500 a menos de 1.000 ha";"-";"X";"-"
"5213087";"Minaçu (GO)";"De 1.000 a menos de 2.500 ha";"-";"X";"-"
"5213087";"Minaçu (GO)";"De 2.500 a menos de 10.000 ha";"-";"X";"-"
"5213087";"Minaçu (GO)";"De 10.000 ha e mais";"-";"-";"-"
"5213103";"Mineiros (GO)";"De 200 a menos de 500 ha";"-";"X";"54696"
"5213103";"Mineiros (GO)";"De 500 a menos de 1.000 ha";"-";"34003";"60851"
"5213103";"Mineiros (GO)";"De 1.000 a menos de 2.500 ha";"-";"42105";"74593"
"5213103";"Mineiros (GO)";"De 2.500 a menos de 10.000 ha";"-";"56651";"79749"
"5213103";"Mineiros (GO)";"De 10.000 ha e mais";"-";"-";"X"
"5213400";"Moiporá (GO)";"De 200 a menos de 500 ha";"-";"-";"-"
"5213400";"Moiporá (GO)";"De 500 a menos de 1.000 ha";"-";"X";"X"
"5213400";"Moiporá (GO)";"De 1.000 a menos de 2.500 ha";"-";"-";"-"
"5213400";"Moiporá (GO)";"De 2.500 a menos de 10.000 ha";"-";"-";"-"
"5213400";"Moiporá (GO)";"De 10.000 ha e mais";"-";"-";"-"
"5213509";"Monte Alegre de Goiás (GO)";"De 200 a menos de 500 ha";"12";"X";"X"
"5213509";"Monte Alegre de Goiás (GO)";"De 500 a menos de 1.000 ha";"-";"-";"-"
"5213509";"Monte Alegre de Goiás (GO)";"De 1.000 a menos de 2.500 ha";"-";"X";"-"
"5213509";"Monte Alegre de Goiás (GO)";"De 2.500 a menos de 10.000 ha";"-";"-";"-"
"5213509";"Monte Alegre de Goiás (GO)";"De 10.000 ha e mais";"-";"-";"-"
"5213707";"Montes Claros de Goiás (GO)";"De 200 a menos de 500 ha";"-";"265";"X"
"5213707";"Montes Claros de Goiás (GO)";"De 500 a menos de 1.000 ha";"-";"X";"9690"
"5213707";"Montes Claros de Goiás (GO)";"De 1.000 a menos de 2.500 ha";"-";"763";"30882"
"5213707";"Montes Claros de Goiás (GO)";"De 2.500 a menos de 10.000 ha";"X";"6804";"34648"
"5213707";"Montes Claros de Goiás (GO)";"De 10.000 ha e mais";"-";"-";"-"
"5213756";"Montividiu (GO)";"De 200 a menos de 500 ha";"-";"X";"21525"
"5213756";"Montividiu (GO)";"De 500 a menos de 1.000 ha";"-";"X";"52180"
"5213756";"Montividiu (GO)";"De 1.000 a menos de 2.500 ha";"-";"105842";"163860"
"5213756";"Montividiu (GO)";"De 2.500 a menos de 10.000 ha";"-";"93907";"142282"
"5213756";"Montividiu (GO)";"De 10.000 ha e mais";"-";"X";"X"
"5213772";"Montividiu do Norte (GO)";"De 200 a menos de 500 ha";"-";"-";"-"
"5213772";"Montividiu do Norte (GO)";"De 500 a menos de 1.000 ha";"X";"X";"-"
"5213772";"Montividiu do Norte (GO)";"De 1.000 a menos de 2.500 ha";"-";"X";"X"
"5213772";"Montividiu do Norte (GO)";"De 2.500 a menos de 10.000 ha";"-";"X";"X"
"5213772";"Montividiu do Norte (GO)";"De 10.000 ha e mais";"-";"-";"-"
"5213806";"Morrinhos (GO)";"De 200 a menos de 500 ha";"-";"6799";"33077"
"5213806";"Morrinhos (GO)";"De 500 a menos de 1.000 ha";"-";"1888";"20457"
"5213806";"Morrinhos (GO)";"De 1.000 a menos de 2.500 ha";"-";"3911";"X"
"5213806";"Morrinhos (GO)";"De 2.500 a menos de 10.000 ha";"-";"-";"-"
"5213806";"Morrinhos (GO)";"De 10.000 ha e mais";"-";"-";"-"
"5213855";"Morro Agudo de Goiás (GO)";"De 200 a menos de 500 ha";"-";"X";"-"
"5213855";"Morro Agudo de Goiás (GO)";"De 500 a menos de 1.000 ha";"-";"-";"-"
"5213855";"Morro Agudo de Goiás (GO)";"De 1.000 a menos de 2.500 ha";"-";"-";"-"
"5213855";"Morro Agudo de Goiás (GO)";"De 2.500 a menos de 10.000 ha";"-";"-";"-"
