"Cód.";"Município";"Grupos de área total";"Arroz em casca";"Milho em grão";"Soja em grão"
"2700805";"Belém (AL)";"De 10.000 ha e mais";"-";"-";"-"
"2700904";"Belo Monte (AL)";"De 200 a menos de 500 ha";"-";"-";"-"
"2700904";"Belo Monte (AL)";"De 500 a menos de 1.000 ha";"-";"-";"-"
"2700904";"Belo Monte (AL)";"De 1.000 a menos de 2.500 ha";"-";"-";"-"
"2700904";"Belo Monte (AL)";"De 2.500 a menos de 10.000 ha";"-";"-";"-"
"2700904";"Belo Monte (AL)";"De 10.000 ha e mais";"-";"-";"-"
"2701001";"Boca da Mata (AL)";"De 200 a menos de 500 ha";"-";"-";"-"
"2701001";"Boca da Mata (AL)";"De 500 a menos de 1.000 ha";"-";"-";"-"
"2701001";"Boca da Mata (AL)";"De 1.000 a menos de 2.500 ha";"-";"-";"-"
"2701001";"Boca da Mata (AL)";"De 2.500 a menos de 10.000 ha";"-";"-";"-"
"2701001";"Boca da Mata (AL)";"De 10.000 ha e mais";"-";"-";"-"
"2701100";"Branquinha (AL)";"De 200 a menos de 500 ha";"-";"-";"-"
"2701100";"Branquinha (AL)";"De 500 a menos de 1.000 ha";"-";"-";"-"
"2701100";"Branquinha (AL)";"De 1.000 a menos de 2.500 ha";"-";"-";"-"
"2701100";"Branquinha (AL)";"De 2.500 a menos de 10.000 ha";"-";"-";"-"
"2701100";"Branquinha (AL)";"De 10.000 ha e mais";"-";"-";"-"
"2701209";"Cacimbinhas (AL)";"De 200 a menos de 500 ha";"-";"X";"-"
"2701209";"Cacimbinhas (AL)";"De 500 a menos de 1.000 ha";"-";"-";"-"
"2701209";"Cacimbinhas (AL)";"De 1.000 a menos de 2.500 ha";"-";"-";"-"
"2701209";"Cacimbinhas (AL)";"De 2.500 a menos de 10.000 ha";"-";"-";"-"
"2701209";"Cacimbinhas (AL)";"De 10.000 ha e mais";"-";"-";"-"
"2701308";"Cajueiro (AL)";"De 200 a menos de 500 ha";"-";"-";"-"
"2701308";"Cajueiro (AL)";"De 500 a menos de 1.000 ha";"-";"X";"-"
"2701308";"Cajueiro (AL)";"De 1.000 a menos de 2.500 ha";"-";"-";"-"
"2701308";"Cajueiro (AL)";"De 2.500 a menos de 10.000 ha";"-";"-";"-"
"2701308";"Cajueiro (AL)";"De 10.000 ha e mais";"-";"-";"-"
"2701357";"Campestre (AL)";"De 200 a menos de 500 ha";"-";"-";"-"
"2701357";"Campestre (AL)";"De 500 a menos de 1.000 ha";"-";"-";"-"
"2701357";"Campestre (AL)";"De 1.000 a menos de 2.500 ha";"-";"-";"-"
"2701357";"Campestre (AL)";"De 2.500 a menos de 10.000 ha";"-";"-";"-"
"2701357";"Campestre (AL)";"De 10.000 ha e mais";"-";"-";"-"
"2701407";"Campo Alegre (AL)";"De 200 a menos de 500 ha";"-";"-";"-"
"2701407";"Campo Alegre (AL)";"De 500 a menos de 1.000 ha";"-";"-";"X"
"2701407";"Campo Alegre (AL)";"De 1.000 a menos de 2.500 ha";"-";"-";"-"
"2701407";"Campo Alegre (AL)";"De 2.500 a menos de 10.000 ha";"-";"-";"-"
"2701407";"Campo Alegre (AL)";"De 10.000 ha e mais";"-";"-";"-"
"2701506";"Campo Grande (AL)";"De 200 a menos de 500 ha";"-";"-";"-"
"2701506";"Campo Grande (AL)";"De 500 a menos de 1.000 ha";"-";"X";"-"
"2701506";"Campo Grande (AL)";"De 1.000 a menos de 2.500 ha";"-";"-";"-"
"2701506";"Campo Grande (AL)";"De 2.500 a menos de 10.000 ha";"-";"-";"-"
"2701506";"Campo Grande (AL)";"De 10.000 ha e mais";"-";"-";"-"
"2701605";"Canapi (AL)";"De 200 a menos de 500 ha";"-";"26";"-"
"2701605";"Canapi (AL)";"De 500 a menos de 1.000 ha";"-";"-";"-"
"2701605";"Canapi (AL)";"De 1.000 a menos de 2.500 ha";"-";"-";"-"
"2701605";"Canapi (AL)";"De 2.500 a menos de 10.000 ha";"-";"-";"-"
"2701605";"Canapi (AL)";"De 10.000 ha e mais";"-";"-";"-"
"2701704";"Capela (AL)";"De 200 a menos de 500 ha";"-";"-";"-"
"2701704";"Capela (AL)";"De 500 a menos de 1.000 ha";"-";"-";"-"
"2701704";"Capela (AL)";"De 1.000 a menos de 2.500 ha";"-";"-";"-"
"2701704";"Capela (AL)";"De 2.500 a menos de 10.000 ha";"-";"-";"-"
"2701704";"Capela (AL)";"De 10.000 ha e mais";"-";"-";"-"
"2701803";"Carneiros (AL)";"De 200 a menos de 500 ha";"-";"X";"-"
"2701803";"Carneiros (AL)";"De 500 a menos de 1.000 ha";"-";"-";"-"
"2701803";"Carneiros (AL)";"De 1.000 a menos de 2.500 ha";"-";"-";"-"
"2701803";"Carneiros (AL)";"De 2.500 a menos de 10.000 ha";"-";"-";"-"
"2701803";"Carneiros (AL)";"De 10.000 ha e mais";"-";"-";"-"
"2701902";"Chã Preta (AL)";"De 200 a menos de 500 ha";"-";"X";"-"
"2701902";"Chã Preta (AL)";"De 500 a menos de 1.000 ha";"-";"-";"-"
"2701902";"Chã Preta (AL)";"De 1.000 a menos de 2.500 ha";"-";"-";"-"
"2701902";"Chã Preta (AL)";"De 2.500 a menos de 10.000 ha";"-";"X";"-"
"2701902";"Chã Preta (AL)";"De 10.000 ha e mais";"-";"-";"-"
"2702009";"Coité do Nóia (AL)";"De 200 a menos de 500 ha";"-";"-";"-"
"2702009";"Coité do Nóia (AL)";"De 500 a menos de 1.000 ha";"-";"-";"-"
"2702009";"Coité do Nóia (AL)";"De 1.000 a menos de 2.500 ha";"-";"-";"-"
"2702009";"Coité do Nóia (AL)";"De 2.500 a menos de 10.000 ha";"-";"-";"-"
"2702009";"Coité do Nóia (AL)";"De 10.000 ha e mais";"-";"-";"-"
"2702108";"Colônia Leopoldina (AL)";"De 200 a menos de 500 ha";"-";"-";"-"
"2702108";"Colônia Leopoldina (AL)";"De 500 a menos de 1.000 ha";"-";"-";"-"
"2702108";"Colônia Leopoldina (AL)";"De 1.000 a menos de 2.500 ha";"-";"-";"-"
"2702108";"Colônia Leopoldina (AL)";"De 2.500 a menos de 10.000 ha";"-";"-";"-"
"2702108";"Colônia Leopoldina (AL)";"De 10.000 ha e mais";"-";"-";"-"
"2702207";"Coqueiro Seco (AL)";"De 200 a menos de 500 ha";"-";"-";"-"
"2702207";"Coqueiro Seco (AL)";"De 500 a menos de 1.000 ha";"-";"-";"-"
"2702207";"Coqueiro Seco (AL)";"De 1.000 a menos de 2.500 ha";"-";"-";"-"
"2702207";"Coqueiro Seco (AL)";"De 2.500 a menos de 10.000 ha";"-";"-";"-"
"2702207";"Coqueiro Seco (AL)";"De 10.000 ha e mais";"-";"-";"-"
"2702306";"Coruripe (AL)";"De 200 a menos de 500 ha";"-";"-";"-"
"2702306";"Coruripe (AL)";"De 500 a menos de 1.000 ha";"-";"-";"-"
"2702306";"Coruripe (AL)";"De 1.000 a menos de 2.500 ha";"-";"-";"-"
"2702306";"Coruripe (AL)";"De 2.500 a menos de 10.000 ha";"-";"-";"-"
"2702306";"Coruripe (AL)";"De 10.000 ha e mais";"-";"-";"-"
"2702355";"Craíbas (AL)";"De 200 a menos de 500 ha";"-";"X";"-"
"2702355";"Craíbas (AL)";"De 500 a menos de 1.000 ha";"-";"-";"-"
"2702355";"Craíbas (AL)";"De 1.000 a menos de 2.500 ha";"-";"-";"-"
"2702355";"Craíbas (AL)";"De 2.500 a menos de 10.000 ha";"-";"X";"-"
"2702355";"Craíbas (AL)";"De 10.000 ha e mais";"-";"-";"-"
"2702405";"Delmiro Gouveia (AL)";"De 200 a menos de 500 ha";"-";"X";"-"
"2702405";"Delmiro Gouveia (AL)";"De 500 a menos de 1.000 ha";"-";"-";"-"
"2702405";"Delmiro Gouveia (AL)";"De 1.000 a menos de 2.500 ha";"-";"-";"-"
"2702405";"Delmiro Gouveia (AL)";"De 2.500 a menos de 10.000 ha";"-";"-";"-"
"2702405";"Delmiro Gouveia (AL)";"De 10.000 ha e mais";"-";"-";"-"
"2702504";"Dois Riachos (AL)";"De 200 a menos de 500 ha";"-";"X";"-"
"2702504";"Dois Riachos (AL)";"De 500 a menos de 1.000 ha";"-";"-";"-"
"2702504";"Dois Riachos (AL)";"De 1.000 a menos de 2.500 ha";"-";"-";"-"
"2702504";"Dois Riachos (AL)";"De 2.500 a menos de 10.000 ha";"-";"-";"-"
"2702504";"Dois Riachos (AL)";"De 10.000 ha e mais";"-";"-";"-"
"2702553";"Estrela de Alagoas (AL)";"De 200 a menos de 500 ha";"-";"38";"-"
"2702553";"Estrela de Alagoas (AL)";"De 500 a menos de 1.000 ha";"-";"X";"-"
"2702553";"Estrela de Alagoas (AL)";"De 1.000 a menos de 2.500 ha";"-";"-";"-"
"2702553";"Estrela de Alagoas (AL)";"De 2.500 a menos de 10.000 ha";"-";"-";"-"
"2702553";"Estrela de Alagoas (AL)";"De 10.000 ha e mais";"-";"-";"-"
"2702603";"Feira Grande (AL)";"De 200 a menos de 500 ha";"-";"-";"-"
"2702603";"Feira Grande (AL)";"De 500 a menos de 1.000 ha";"-";"-";"-"
"2702603";"Feira Grande (AL)";"De 1.000 a menos de 2.500 ha";"-";"-";"-"
"2702603";"Feira Grande (AL)";"De 2.500 a menos de 10.000 ha";"-";"-";"-"
"2702603";"Feira Grande (AL)";"De 10.000 ha e mais";"-";"-";"-"
"2702702";"Feliz Deserto (AL)";"De 200 a menos de 500 ha";"-";"-";"-"
"2702702";"Feliz Deserto (AL)";"De 500 a menos de 1.000 ha";"-";"-";"-"
"2702702";"Feliz Deserto (AL)";"De 1.000 a menos de 2.500 ha";"-";"-";"-"
"2702702";"Feliz Deserto (AL)";"De 2.500 a menos de 10.000 ha";"-";"-";"-"
"2702702";"Feliz Deserto (AL)";"De 10.000 ha e mais";"-";"-";"-"
"2702801";"Flexeiras (AL)";"De 200 a menos de 500 ha";"-";"-";"-"
"2702801";"Flexeiras (AL)";"De 500 a menos de 1.000 ha";"-";"-";"-"
"2702801";"Flexeiras (AL)";"De 1.000 a menos de 2.500 ha";"-";"-";"-"
"2702801";"Flexeiras (AL)";"De 2.500 a menos de 10.000 ha";"-";"-";"-"
"2702801";"Flexeiras (AL)";"De 10.000 ha e mais";"-";"-";"-"
"2702900";"Girau do Ponciano (AL)";"De 200 a menos de 500 ha";"-";"X";"-"
"2702900";"Girau do Ponciano (AL)";"De 500 a menos de 1.000 ha";"-";"X";"-"
"2702900";"Girau do Ponciano (AL)";"De 1.000 a menos de 2.500 ha";"-";"-";"-"
"2702900";"Girau do Ponciano (AL)";"De 2.500 a menos de 10.000 ha";"-";"-";"-"
"2702900";"Girau do Ponciano (AL)";"De 10.000 ha e mais";"-";"-";"-"
"2703007";"Ibateguara (AL)";"De 200 a menos de 500 ha";"-";"X";"-"
"2703007";"Ibateguara (AL)";"De 500 a menos de 1.000 ha";"-";"-";"-"
"2703007";"Ibateguara (AL)";"De 1.000 a menos de 2.500 ha";"-";"-";"-"
"2703007";"Ibateguara (AL)";"De 2.500 a menos de 10.000 ha";"-";"-";"-"
"2703007";"Ibateguara (AL)";"De 10.000 ha e mais";"-";"-";"-"
"2703106";"Igaci (AL)";"De 200 a menos de 500 ha";"-";"X";"-"
"2703106";"Igaci (AL)";"De 500 a menos de 1.000 ha";"-";"-";"-"
"2703106";"Igaci (AL)";"De 1.000 a menos de 2.500 ha";"-";"X";"-"
"2703106";"Igaci (AL)";"De 2.500 a menos de 10.000 ha";"-";"-";"-"
"2703106";"Igaci (AL)";"De 10.000 ha e mais";"-";"-";"-"
"2703205";"Igreja Nova (AL)";"De 200 a menos de 500 ha";"-";"-";"-"
"2703205";"Igreja Nova (AL)";"De 500 a menos de 1.000 ha";"-";"-";"-"
"2703205";"Igreja Nova (AL)";"De 1.000 a menos de 2.500 ha";"-";"-";"-"
"2703205";"Igreja Nova (AL)";"De 2.500 a menos de 10.000 ha";"-";"-";"-"
"2703205";"Igreja Nova (AL)";"De 10.000 ha e mais";"-";"-";"-"
"2703304";"Inhapi (AL)";"De 200 a menos de 500 ha";"-";"X";"-"
"2703304";"Inhapi (AL)";"De 500 a menos de 1.000 ha";"-";"-";"-"
"2703304";"Inhapi (AL)";"De 1.000 a menos de 2.500 ha";"-";"-";"-"
"2703304";"Inhapi (AL)";"De 2.500 a menos de 10.000 ha";"-";"-";"-"
"2703304";"Inhapi (AL)";"De 10.000 ha e mais";"-";"-";"-"
"2703403";"Jacaré dos Homens (AL)";"De 200 a menos de 500 ha";"-";"X";"-"
"2703403";"Jacaré dos Homens (AL)";"De 500 a menos de 1.000 ha";"-";"-";"-"
"2703403";"Jacaré dos Homens (AL)";"De 1.000 a menos de 2.500 ha";"-";"-";"-"
"2703403";"Jacaré dos Homens (AL)";"De 2.500 a menos de 10.000 ha";"-";"-";"-"
"2703403";"Jacaré dos Homens (AL)";"De 10.000 ha e mais";"-";"-";"-"
"2703502";"Jacuípe (AL)";"De 200 a menos de 500 ha";"-";"-";"-"
"2703502";"Jacuípe (AL)";"De 500 a menos de 1.000 ha";"-";"-";"-"
"2703502";"Jacuípe (AL)";"De 1.000 a menos de 2.500 ha";"-";"-";"-"
"2703502";"Jacuípe (AL)";"De 2.500 a menos de 10.000 ha";"-";"-";"-"
"2703502";"Jacuípe (AL)";"De 10.000 ha e mais";"-";"-";"-"
"2703601";"Japaratinga (AL)";"De 200 a menos de 500 ha";"-";"-";"-"
"2703601";"Japaratinga (AL)";"De 500 a menos de 1.000 ha";"-";"-";"-"
"2703601";"Japaratinga (AL)";"De 1.000 a menos de 2.500 ha";"-";"-";"-"
"2703601";"Japaratinga (AL)";"De 2.500 a menos de 10.000 ha";"-";"-";"-"
"2703601";"Japaratinga (AL)";"De 10.000 ha e mais";"-";"-";"-"
"2703700";"Jaramataia (AL)";"De 200 a menos de 500 ha";"-";"-";"-"
"2703700";"Jaramataia (AL)";"De 500 a menos de 1.000 ha";"-";"X";"-"
"2703700";"Jaramataia (AL)";"De 1.000 a menos de 2.500 ha";"-";"-";"-"
"2703700";"Jaramataia (AL)";"De 2.500 a menos de 10.000 ha";"-";"-";"-"
"2703700";"Jaramataia (AL)";"De 10.000 ha e mais";"-";"-";"-"
"2703759";"Jequiá da Praia (AL)";"De 200 a menos de 500 ha";"-";"-";"-"
"2703759";"Jequiá da Praia (AL)";"De 500 a menos de 1.000 ha";"-";"-";"-"
"2703759";"Jequiá da Praia (AL)";"De 1.000 a menos de 2.500 ha";"-";"-";"-"
"2703759";"Jequiá da Praia (AL)";"De 2.500 a menos de 10.000 ha";"-";"-";"-"
"2703759";"Jequiá da Praia (AL)";"De 10.000 ha e mais";"-";"-";"-"
"2703809";"Joaquim Gomes (AL)";"De 200 a menos de 500 ha";"-";"-";"-"
"2703809";"Joaquim Gomes (AL)";"De 500 a menos de 1.000 ha";"-";"-";"-"
"2703809";"Joaquim Gomes (AL)";"De 1.000 a menos de 2.500 ha";"-";"-";"-"
"2703809";"Joaquim Gomes (AL)";"De 2.500 a menos de 10.000 ha";"-";"-";"-"
"2703809";"Joaquim Gomes (AL)";"De 10.000 ha e mais";"-";"-";"-"
"2703908";"Jundiá (AL)";"De 200 a menos de 500 ha";"-";"-";"-"
"2703908";"Jundiá (AL)";"De 500 a menos de 1.000 ha";"-";"-";"-"
"2703908";"Jundiá (AL)";"De 1.000 a menos de 2.500 ha";"-";"-";"X"
"2703908";"Jundiá (AL)";"De 2.500 a menos de 10.000 ha";"-";"-";"-"
"2703908";"Jundiá (AL)";"De 10.000 ha e mais";"-";"-";"-"
"2704005";"Junqueiro (AL)";"De 200 a menos de 500 ha";"-";"-";"-"
"2704005";"Junqueiro (AL)";"De 500 a menos de 1.000 ha";"-";"-";"X"
"2704005";"Junqueiro (AL)";"De 1.000 a menos de 2.500 ha";"-";"-";"-"
"2704005";"Junqueiro (AL)";"De 2.500 a menos de 10.000 ha";"-";"-";"-"
"2704005";"Junqueiro (AL)";"De 10.000 ha e mais";"-";"-";"-"
"2704104";"Lagoa da Canoa (AL)";"De 200 a menos de 500 ha";"-";"-";"-"
"2704104";"Lagoa da Canoa (AL)";"De 500 a menos de 1.000 ha";"-";"-";"-"
"2704104";"Lagoa da Canoa (AL)";"De 1.000 a menos de 2.500 ha";"-";"-";"-"
"2704104";"Lagoa da Canoa (AL)";"De 2.500 a menos de 10.000 ha";"-";"-";"-"
"2704104";"Lagoa da Canoa (AL)";"De 10.000 ha e mais";"-";"-";"-"
"2704203";"Limoeiro de Anadia (AL)";"De 200 a menos de 500 ha";"-";"-";"-"
"2704203";"Limoeiro de Anadia (AL)";"De 500 a menos de 1.000 ha";"-";"-";"-"
"2704203";"Limoeiro de Anadia (AL)";"De 1.000 a menos de 2.500 ha";"-";"-";"-"
"2704203";"Limoeiro de Anadia (AL)";"De 2.500 a menos de 10.000 ha";"-";"-";"-"
"2704203";"Limoeiro de Anadia (AL)";"De 10.000 ha e mais";"-";"-";"-"
"2704302";"Maceió (AL)";"De 200 a menos de 500 ha";"-";"-";"-"
"2704302";"Maceió (AL)";"De 500 a menos de 1.000 ha";"-";"-";"-"
"2704302";"Maceió (AL)";"De 1.000 a menos de 2.500 ha";"-";"-";"-"
"2704302";"Maceió (AL)";"De 2.500 a menos de 10.000 ha";"-";"-";"-"
"2704302";"Maceió (AL)";"De 10.000 ha e mais";"-";"-";"-"
"2704401";"Major Isidoro (AL)";"De 200 a menos de 500 ha";"-";"X";"-"
"2704401";"Major Isidoro (AL)";"De 500 a menos de 1.000 ha";"-";"-";"-"
"2704401";"Major Isidoro (AL)";"De 1.000 a menos de 2.500 ha";"-";"-";"-"
"2704401";"Major Isidoro (AL)";"De 2.500 a menos de 10.000 ha";"-";"-";"-"
"2704401";"Major Isidoro (AL)";"De 10.000 ha e mais";"-";"-";"-"
"2704500";"Maragogi (AL)";"De 200 a menos de 500 ha";"-";"-";"-"
"2704500";"Maragogi (AL)";"De 500 a menos de 1.000 ha";"-";"-";"-"
"2704500";"Maragogi (AL)";"De 1.000 a menos de 2.500 ha";"-";"-";"-"
"2704500";"Maragogi (AL)";"De 2.500 a menos de 10.000 ha";"-";"-";"-"
"2704500";"Maragogi (AL)";"De 10.000 ha e mais";"-";"-";"-"
"2704609";"Maravilha (AL)";"De 200 a menos de 500 ha";"-";"X";"-"
"2704609";"Maravilha (AL)";"De 500 a menos de 1.000 ha";"-";"-";"-"
"2704609";"Maravilha (AL)";"De 1.000 a menos de 2.500 ha";"-";"-";"-"
"2704609";"Maravilha (AL)";"De 2.500 a menos de 10.000 ha";"-";"-";"-"
"2704609";"Maravilha (AL)";"De 10.000 ha e mais";"-";"-";"-"
"2704708";"Marechal Deodoro (AL)";"De 200 a menos de 500 ha";"-";"X";"-"
"2704708";"Marechal Deodoro (AL)";"De 500 a menos de 1.000 ha";"-";"-";"-"
"2704708";"Marechal Deodoro (AL)";"De 1.000 a menos de 2.500 ha";"-";"-";"-"
"2704708";"Marechal Deodoro (AL)";"De 2.500 a menos de 10.000 ha";"-";"-";"-"
"2704708";"Marechal Deodoro (AL)";"De 10.000 ha e mais";"-";"-";"-"
"2704807";"Maribondo (AL)";"De 200 a menos de 500 ha";"-";"X";"-"
"2704807";"Maribondo (AL)";"De 500 a menos de 1.000 ha";"-";"-";"-"
"2704807";"Maribondo (AL)";"De 1.000 a menos de 2.500 ha";"-";"-";"-"
"2704807";"Maribondo (AL)";"De 2.500 a menos de 10.000 ha";"-";"-";"-"
"2704807";"Maribondo (AL)";"De 10.000 ha e mais";"-";"-";"-"
"2704906";"Mar Vermelho (AL)";"De 200 a menos de 500 ha";"-";"-";"-"
"2704906";"Mar Vermelho (AL)";"De 500 a menos de 1.000 ha";"-";"-";"-"
"2704906";"Mar Vermelho (AL)";"De 1.000 a menos de 2.500 ha";"-";"-";"-"
"2704906";"Mar Vermelho (AL)";"De 2.500 a menos de 10.000 ha";"-";"-";"-"
"2704906";"Mar Vermelho (AL)";"De 10.000 ha e mais";"-";"-";"-"
"2705002";"Mata Grande (AL)";"De 200 a menos de 500 ha";"-";"3";"-"
"2705002";"Mata Grande (AL)";"De 500 a menos de 1.000 ha";"-";"X";"-"
"2705002";"Mata Grande (AL)";"De 1.000 a menos de 2.500 ha";"-";"-";"-"
"2705002";"Mata Grande (AL)";"De 2.500 a menos de 10.000 ha";"-";"-";"-"
"2705002";"Mata Grande (AL)";"De 10.000 ha e mais";"-";"-";"-"
"2705101";"Matriz de Camaragibe (AL)";"De 200 a menos de 500 ha";"-";"-";"-"
"2705101";"Matriz de Camaragibe (AL)";"De 500 a menos de 1.000 ha";"-";"-";"-"
"2705101";"Matriz de Camaragibe (AL)";"De 1.000 a menos de 2.500 ha";"-";"-";"-"
"2705101";"Matriz de Camaragibe (AL)";"De 2.500 a menos de 10.000 ha";"-";"-";"-"
"2705101";"Matriz de Camaragibe (AL)";"De 10.000 ha e mais";"-";"-";"-"
"2705200";"Messias (AL)";"De 200 a menos de 500 ha";"-";"-";"-"
"2705200";"Messias (AL)";"De 500 a menos de 1.000 ha";"-";"-";"-"
"2705200";"Messias (AL)";"De 1.000 a menos de 2.500 ha";"-";"-";"-"
"2705200";"Messias (AL)";"De 2.500 a menos de 10.000 ha";"-";"-";"-"
"2705200";"Messias (AL)";"De 10.000 ha e mais";"-";"-";"-"
"2705309";"Minador do Negrão (AL)";"De 200 a menos de 500 ha";"-";"X";"-"
"2705309";"Minador do Negrão (AL)";"De 500 a menos de 1.000 ha";"-";"-";"-"
"2705309";"Minador do Negrão (AL)";"De 1.000 a menos de 2.500 ha";"-";"-";"-"
"2705309";"Minador do Negrão (AL)";"De 2.500 a menos de 10.000 ha";"-";"-";"-"
"2705309";"Minador do Negrão (AL)";"De 10.000 ha e mais";"-";"-";"-"
"2705408";"Monteirópolis (AL)";"De 200 a menos de 500 ha";"-";"-";"-"
"2705408";"Monteirópolis (AL)";"De 500 a menos de 1.000 ha";"-";"-";"-"
"2705408";"Monteirópolis (AL)";"De 1.000 a menos de 2.500 ha";"-";"-";"-"
"2705408";"Monteirópolis (AL)";"De 2.500 a menos de 10.000 ha";"-";"-";"-"
"2705408";"Monteirópolis (AL)";"De 10.000 ha e mais";"-";"-";"-"
"2705507";"Murici (AL)";"De 200 a menos de 500 ha";"-";"-";"-"
"2705507";"Murici (AL)";"De 500 a menos de 1.000 ha";"-";"-";"-"
"2705507";"Murici (AL)";"De 1.000 a menos de 2.500 ha";"-";"-";"-"
"2705507";"Murici (AL)";"De 2.500 a menos de 10.000 ha";"-";"-";"-"
"2705507";"Murici (AL)";"De 10.000 ha e mais";"-";"-";"-"
"2705606";"Novo Lino (AL)";"De 200 a menos de 500 ha";"-";"-";"-"
"2705606";"Novo Lino (AL)";"De 500 a menos de 1.000 ha";"-";"-";"-"
"2705606";"Novo Lino (AL)";"De 1.000 a menos de 2.500 ha";"-";"-";"-"
"2705606";"Novo Lino (AL)";"De 2.500 a menos de 10.000 ha";"-";"-";"-"
"2705606";"Novo Lino (AL)";"De 10.000 ha e mais";"-";"-";"-"
"2705705";"Olho d'Água das Flores (AL)";"De 200 a menos de 500 ha";"-";"X";"-"
"2705705";"Olho d'Água das Flores (AL)";"De 500 a menos de 1.000 ha";"-";"-";"-"
"2705705";"Olho d'Água das Flores (AL)";"De 1.000 a menos de 2.500 ha";"-";"-";"-"
"2705705";"Olho d'Água das Flores (AL)";"De 2.500 a menos de 10.000 ha";"-";"-";"-"
"2705705";"Olho d'Água das Flores (AL)";"De 10.000 ha e mais";"-";"-";"-"
"2705804";"Olho d'Água do Casado (AL)";"De 200 a menos de 500 ha";"-";"-";"-"
"2705804";"Olho d'Água do Casado (AL)";"De 500 a menos de 1.000 ha";"-";"-";"-"
"2705804";"Olho d'Água do Casado (AL)";"De 1.000 a menos de 2.500 ha";"-";"-";"-"
"2705804";"Olho d'Água do Casado (AL)";"De 2.500 a menos de 10.000 ha";"-";"-";"-"
"2705804";"Olho d'Água do Casado (AL)";"De 10.000 ha e mais";"-";"-";"-"
"2705903";"Olho d'Água Grande (AL)";"De 200 a menos de 500 ha";"-";"X";"-"
"2705903";"Olho d'Água Grande (AL)";"De 500 a menos de 1.000 ha";"-";"-";"-"
"2705903";"Olho d'Água Grande (AL)";"De 1.000 a menos de 2.500 ha";"-";"-";"-"
"2705903";"Olho d'Água Grande (AL)";"De 2.500 a menos de 10.000 ha";"-";"-";"-"
"2705903";"Olho d'Água Grande (AL)";"De 10.000 ha e mais";"-";"-";"-"
"2706000";"Olivença (AL)";"De 200 a menos de 500 ha";"-";"X";"-"
"2706000";"Olivença (AL)";"De 500 a menos de 1.000 ha";"-";"-";"-"
"2706000";"Olivença (AL)";"De 1.000 a menos de 2.500 ha";"-";"-";"-"
"2706000";"Olivença (AL)";"De 2.500 a menos de 10.000 ha";"-";"-";"-"
"2706000";"Olivença (AL)";"De 10.000 ha e mais";"-";"-";"-"
"2706109";"Ouro Branco (AL)";"De 200 a menos de 500 ha";"-";"X";"-"
"2706109";"Ouro Branco (AL)";"De 500 a menos de 1.000 ha";"-";"-";"-"
"2706109";"Ouro Branco (AL)";"De 1.000 a menos de 2.500 ha";"-";"-";"-"
"2706109";"Ouro Branco (AL)";"De 2.500 a menos de 10.000 ha";"-";"-";"-"
"2706109";"Ouro Branco (AL)";"De 10.000 ha e mais";"-";"-";"-"
"2706208";"Palestina (AL)";"De 200 a menos de 500 ha";"-";"X";"-"
"2706208";"Palestina (AL)";"De 500 a menos de 1.000 ha";"-";"-";"-"
"2706208";"Palestina (AL)";"De 1.000 a menos de 2.500 ha";"-";"-";"-"
"2706208";"Palestina (AL)";"De 2.500 a menos de 10.000 ha";"-";"-";"-"
"2706208";"Palestina (AL)";"De 10.000 ha e mais";"-";"-";"-"
"2706307";"Palmeira dos Índios (AL)";"De 200 a menos de 500 ha";"-";"X";"-"
"2706307";"Palmeira dos Índios (AL)";"De 500 a menos de 1.000 ha";"-";"-";"-"
"2706307";"Palmeira dos Índios (AL)";"De 1.000 a menos de 2.500 ha";"-";"-";"-"
"2706307";"Palmeira dos Índios (AL)";"De 2.500 a menos de 10.000 ha";"-";"-";"-"
"2706307";"Palmeira dos Índios (AL)";"De 10.000 ha e mais";"-";"-";"-"
"2706406";"Pão de Açúcar (AL)";"De 200 a menos de 500 ha";"-";"62";"-"
"2706406";"Pão de Açúcar (AL)";"De 500 a menos de 1.000 ha";"-";"434";"-"
"2706406";"Pão de Açúcar (AL)";"De 1.000 a menos de 2.500 ha";"-";"-";"-"
"2706406";"Pão de Açúcar (AL)";"De 2.500 a menos de 10.000 ha";"-";"-";"-"
"2706406";"Pão de Açúcar (AL)";"De 10.000 ha e mais";"-";"-";"-"
"2706422";"Pariconha (AL)";"De 200 a menos de 500 ha";"-";"-";"-"
"2706422";"Pariconha (AL)";"De 500 a menos de 1.000 ha";"-";"-";"-"
"2706422";"Pariconha (AL)";"De 1.000 a menos de 2.500 ha";"-";"-";"-"
"2706422";"Pariconha (AL)";"De 2.500 a menos de 10.000 ha";"-";"-";"-"
"2706422";"Pariconha (AL)";"De 10.000 ha e mais";"-";"-";"-"
"2706448";"Paripueira (AL)";"De 200 a menos de 500 ha";"-";"-";"-"
"2706448";"Paripueira (AL)";"De 500 a menos de 1.000 ha";"-";"-";"-"
"2706448";"Paripueira (AL)";"De 1.000 a menos de 2.500 ha";"-";"-";"-"
"2706448";"Paripueira (AL)";"De 2.500 a menos de 10.000 ha";"-";"-";"-"
"2706448";"Paripueira (AL)";"De 10.000 ha e mais";"-";"-";"-"
"2706505";"Passo de Camaragibe (AL)";"De 200 a menos de 500 ha";"-";"-";"-"
"2706505";"Passo de Camaragibe (AL)";"De 500 a menos de 1.000 ha";"-";"-";"-"
"2706505";"Passo de Camaragibe (AL)";"De 1.000 a menos de 2.500 ha";"-";"-";"-"
